item_code,brand,pack,company,catg,subcatg,mrp
1022225,STAMLO-5 MG 1*30T,,DR.REDDY-[ AQURA HG ],,,96.98
1022226,STAMLO-BETA 1*15,,DR.REDDY-[ AQURA HG ],,,200
1022227,CLOHEX ORAL 150ML,,DR.REDDY-[ RECURA ACE ],,,148.75
1022228,DICYNENE 250 MG 1*10,,DR.REDDY-[ RECURA ACE ],,,133.5
1022229,DICYNENE 500 MG 1*10,,DR.REDDY-[ RECURA ACE ],,,239.5
1022230,RAZO 20 MG 1*15,,DR.REDDY-[ RECURA ],,,242.75
1022232,ANTOXID CAP 1*30,,DR.REDDY-[ RECURA ],,,313
1022233,BECELAC-PL CAP 1*10,,DR.REDDY^S LABORATORIES LTD.,,,16.65
1022234,BECOZINC CAP 1*30,,DR.REDDY-[ AQURA-SG ],,,56.75
1022235,CIPROLET-A 1*10,,DRL(AQURA),,,33.4
1022236,CLAMP KID 228.5MG 1*10,,DR.REDDY-[ WINTURA ],,,136
1022237,CLAMP (SYP). 30ML,,DR.REDDY-[ WINTURA ],,,60.8
1022238,CLAMP-625 10TAB,,DR.REDDY-[ WINTURA ],,,201.31
1022239,DOXT 100MG 1*10,,DR.REDDY^S LABORATORIES LTD.,,,6.15
1022240,ECONORM SACH. 1*1,,DR.REDDY-[ WINTURA ],,,48
1022241,ELINA 1*10,,DR.REDDY-[ DERMA-B ],,,168.75
1022242,VELOCIT 1KIT,,DR.REDDY-[ OTC ],,,65
1022243,GAITY 200MG 1*5,,DRL(AQURA),,,36.4
1022245,MOREASE TAB[DR.REDDY] 1*10,,DR.REDDY-[ RECURA ACE ],,,97.25
1022246,NISE DT 1*10,,DRL(AQURA),,,21
1022247,NISE GEL 30GM,,DR.REDDY-[ OTC ],,,111.25
1022248,NISE TAB. 1*15T,,DR.REDDY-[ AQURA-SG ],,,108
1022249,OMEZ 20 MG 1*20,,DR.REDDY-[ AQURA-SG ],,,61.48
1022250,PEDICLORYL SYP 30ML,,DR.REDDY-[ WINTURA ],,,109.5
1022251,RELENT + (SYP). 60ML,,DR.REDDY-[ WINTURA ],,,98.25
1022252,CLOHEX PLUS MOUTH WASH 150ML,,DR.REDDY-[ RECURA ACE ],,,104
1022253,DOLOGEL 15GM,,DR.REDDY-[ RECURA ACE ],,,99.25
1022255,METROHEX GEL 10GM,,DR.REDDY^S LABORATORIES LTD.,,,44.17
1022256,SENQUEL 100GM 100GM,,DR.REDDY-[ RECURA ACE ],,,142
1022257,SENQUEL 50GM 50 GM,,DR.REDDY-[ RECURA ACE ],,,34.3
1022258,SENQUEL F-100GM 100GM,,DR.REDDY-[ RECURA ACE ],,,146.25
1022259,SENQUEL F-50GM new 50GM,,DR.REDDY-[ RECURA ACE ],,,103.5
1022260,STOLIN 100GM 100GM,,DR.REDDY-[ RECURA ACE ],,,122.75
1022261,STOLIN R 50GM 50GM,,DR.REDDY^S LABORATORIES LTD.,,,102
1022262,STOLIN GUM AST. 15ML,,DR.REDDY-[ RECURA ACE ],,,96.25
1022263,STOLIN 50GM 50GM,,DR.REDDY-[ RECURA ACE ],,,59
1022264,ANTOXID HC CAP. 1*30,,(DRL),,,535.5
1022265,BIO E 400 IU CAP 1*10,,DRL(AQURA),,,13.21
1022266,CLEARZ CREAM 15GM,,DR.REDDY-[ DERMATOLOGY ],,,195
1022267,DIAVISTA 15MG 1*10,,DR.REDDY^S LABORATORIES LTD.,,,23.6
1022268,DIAVISTA 30MG. 1*10,,DR.REDDY^S LABORATORIES LTD.,,,41.34
1022269,DIAVISTA M TAB 1*10,,DR.REDDY^S LABORATORIES LTD.,,,57.69
1022270,DYTOR 5 TAB 1*15,,(CIP),,,59.29
1022271,FINAX TAB 1*10,,DR.REDDY^S LABORATORIES LTD.,,,195
1022272,GLA-120 CAP 1*30,,DR.REDDY^S LABORATORIES LTD.,,,543.75
1022273,GRIS OD-375 MG 1*30,,DR.REDDY^S LABORATORIES LTD.,,,57.9
1022274,IMNIT 30 1*10,,DR.REDDY^S LABORATORIES LTD.,,,36.5
1022275,IMNIT 60 1*10,,DR.REDDY^S LABORATORIES LTD.,,,54
1022276,MINTOP FORTE 5% 60ML,,DR.REDDY^S LABORATORIES LTD.,,,868.25
1022277,MINTOP-2% LOT 60ML,,DR.REDDY-[ DERMATOLOGY ],,,368.5
1022278,OPTISULIN CAP 1*15,,DR.REDDY-[ RECURA ],,,12.65
1022280,BECOZINC (SYP). 200ML,,DR.REDDY-[ AQURA-SG ],,,25.2
1022282,ATPURE 25 MG 1*14,,EMCURE:-[ XENNEA ],,,33.15
1022286,GLYREE M-2 TAB 1*10,,IPCA=( 3-D ),,,145.9
1022292,PENDROX 250MG 1*10,,IPCA=( DYNAMIX ),,,20.57
1022293,PENDROX 500MG 1*10,,IPCA=( DYNAMIX ),,,36.41
1022295,SUMO GEL 30GM,,ALKEM-(*ALPHA ),,,79.5
1022297,C-TAX O 100-DT 1*10,,ZUVENTUS-( LASOR ),,,94.65
1022303,XYZAL-M(5MG+10MG) 1*15T,,(DRL),,,230.25
1022306,RECLIDE-80 1*15,,DR.REDDY-[ ZENURA-3 ],,,99.5
1022308,RAZO 10 MG 1*10,,DR.REDDY-[ RECURA ],,,69
1022310,SPARACID LIQ. 100ML,,DR.REDDY^S LABORATORIES LTD.,,,68.04
1022318,MUCOLITE DROP 15ML,,DR.REDDY-[ WINTURA ],,,37.26
1022319,MUCOLITE TAB 1*10,,DR.REDDY-[ WINTURA ],,,43.92
1022321,SALMUCOLITE TAB 1*10,,DRL(AQURA),,,15.33
1022323,REKOOL 10 MG 1*10,,ALEMBIC-( ENTERON-GASTRO ),,,78.75
1022324,REKOOL 20 MG 1*15,,ALEMBIC-( ENTERON-GASTRO ),,,177.8
1022339,PERISET SYP(2MG) 30ML,,IPCA=( PHARMA NEXT),,,30.75
1022341,ZERODOL TAB 1*10,,IPCA PHARMA,,,56.5
1022343,NISE SUSP. 60ML,,DRL(AQURA),,,21
1022345,XTAZ-5 1*10,,MEDLEY-( VASOKARE ),,,50
1022348,FOLITRAX-10 TAB 1*10,,IPCA=( ACTIVA ),,,141.54
1022350,MOVON TAB 100MG 1*10,,IPCA=( IPM ),,,41.12
1022356,ROLITEN-1 MG 1*30T,,SUN PHARMA=[ URO ],,,92
1022357,ROLITEN-2 MG 1*10T,,SUN PHARMA=[ URO ],,,163
1022359,ZULU FORTE 1*10,,UNICHEM LAB,,,88.2
1022363,ATPURE 12.5 MG 1*14,,EMCURE:-[ PHARMA LTD ],,,22.1
1022374,TAXIM O-200MG TAB 1*10,,ALKEM-(*ALPHA ),,,119.31
1022378,A TO Z GOLD CAP 1*15,,ALKEM-(*ACE ),,,200
1022379,PAN (D) cap  1*15,,ALKEM-(*ACE ),,,199
1022384,ZEVA TAB 1*10,,WANBURY=( LIMITED ),,,105
1022391,GAITY 400MG 1*5,,DRL(AQURA),,,65.5
1022409,ROSUVAS 5MG 1*15,,SUN PHARMA=[ C.V-LIFE ],,,165
1022413,BOSS SOFTGEL 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,120
1022414,CARYON-Z CAP 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,46
1022415,CM-D3 TAB 1*15,,FOREGEN HEALTHCARE PVT.LTD.,,,119.5
1022421,MECO-OD CAP 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,153.67
1022423,MECO PLUS 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,49.5
1022425,FOLITRAX-INJ 15 1ML,,IPCA=( ACTIVA ),,,58.35
1022438,CONTIFLO OD-0.2 1*10,,SUN PHARMA=[ URO ],,,51.67
1022443,MELZAP-0.25 MD TAB 1*15,,ALKEM-(*PENTACARE ),,,34.04
1022444,MELZAP-0.5 MD TAB 1*15,,ALKEM-(*PENTACARE ),,,57.84
1022445,MELTOLAN-5 TAB 1*10,,ALKEM-(*PENTACARE ),,,52
1022446,MELTOLAN RD-10 1*10,,ALKEM-(*PENTACARE ),,,60
1022448,DONEP-10 1*15T,,ALKEM-(*PENTACARE ),,,270.15
1022454,HYPOROL LOT. 50ML,,IPCA=( BIONOVA ),,,160
1022456,LESET 5MG TAB 1*10,,IPCA=( BIONOVA ),,,94.25
1022458,QUEL-50 MG 1*10,,IPCA=( INNOVA ),,,74.55
1022463,BRONCHO-VAXOM 1*10,,DR.REDDY^S LABORATORIES LTD.,,,449.1
1022465,CIPROLET-AH 1*10,,DRL(AQURA),,,37.8
1022466,CIPROLET-DS 1*10,,DRL(AQURA),,,34.65
1022468,DOLOGEL-CT 10GM,,DR.REDDY-[ RECURA ACE ],,,93.75
1022470,FITTYDENT CLEANSING TAB 1*4,,DR.REDDY-[ RECURA ACE ],,,15
1022471,FITTYDENT CREAM 20GM,,DR.REDDY-[ RECURA ACE ],,,287
1022473,OMEZ I\V 40MG,,DR.REDDY-[ AQURA-SG ],,,32.75
1022480,PSYCHOLSNZ-15MG TAB 1*10,,IPCA=( INNOVA ),,,68
1022485,CEPODEM 100-DT 1*10,,SUN PHARMA=[ PHARMA ],,,132
1022491,LORAM H-2.5 1*10,,UNISERARCH INTEGRA,,,112.7
1022519,XALACOM DROP 1^S,,PFIZER-( INTIMA ),,,620.4
1022521,YUTOPAR TAB 1*10,,ALEMBIC-( MEGACARE ),,,109
1022523,PIZA D 1*10,,DIRECT(UNIMARCK HEALTHCARE LTD.),,,79
1022530,FIONA TAB 1*10,,DR.REDDY^S LABORATORIES LTD.,,,128
1022534,OMEZ 40 MG 1*10,,DR.REDDY-[ AQURA-SG ],,,103.51
1022536,RELENT TAB 1*15,,DR.REDDY-[ AQURA-SG ],,,118.25
1022543,RIOMET OD-850 TAB 1*10,,SUN PHARMA=[ VEGA ],,,36
1022552,MELZAP-2 MD TAB 1*10,,ALKEM-(*PENTACARE ),,,80.5
1022554,MELTOLAN RD-2.5 1*10,,ALKEM-(*PENTACARE ),,,27.5
1022556,SALMUCOLITE LIQ. 60ML,,DRL(AQURA),,,29.5
1022561,RABONIK 40-PLUS 1*10,,ERIS-{ NIKKOS },,,198
1022563,SN-15 GEL 25GM,,SERUM INSTITUTE OF INDIA,,,64
1022568,OMEZ 10 MG 1*15,,DR.REDDY-[ AQURA-SG ],,,35.23
1022572,ONDEM-P TAB 1*10,,ALKEM (BERGEN_NOVA),,,37.5
1022575,MELZAP-1 MD TAB 1*10,,ALKEM-(*PENTACARE ),,,47.4
1022592,DENFOS 70MG 1*4,,DR.REDDY^S LABORATORIES LTD.,,,98.1
1022595,MEGA-3 1*30,,DR.REDDY-[ ZENURA-3 ],,,359
1022598,ROZAT-5 1*14,,DR.REDDY-[ AQURA HG ],,,105.75
1022599,SALICYLIX SF-12% CRM 30GM,,DR.REDDY-[ DERMA-B ],,,120
1022600,SALICYLIX SF-6% CRM 30GM,,DR.REDDY-[ DERMA-B ],,,86
1022601,MENOEASE CAP 1*10,,PHARMED SYNERGY,,,290
1022626,KETOROL-DT 1*15,,DR.REDDY-[ RECURA ACE ],,,146.75
1022628,KETOROL TAB 1*10,,DR.REDDY-[ RECURA ],,,63.8
1022636,ENHANCIN DS 457 SYP 1*30,,SUN PHARMA=[ REXTAR ],,,95.8
1022641,LAVETA TAB 1*10,,ALEMBIC-( MEGACARE ),,,73.9
1022668,STAMACE CAP 1*10,,DR.REDDY-[ AQURA HG ],,,103.25
1022678,ZILAST-100 MG 1*10,,IPCA=( CCC ),,,265.9
1022679,ZILAST 50 MG 1*10,,IPCA=( CCC ),,,133
1022696,ONDEM-P SYP [30ML] 30ML,,ALKEM (BERGEN_NOVA),,,28
1022698,ROLITEN OD-2 MG 1*10,,SUN PHARMA=[ URO ],,,170
1022699,ROLITEN OD-4 MG 1*10,,SUN PHARMA=[ URO ],,,340
1022722,ZETEZE TAB 1*10,,SUNPHARMA V (OLD),,,75.1
1022726,HOSIT TAB 1*10,,EMCURE:- [CD],,,165.2
1022738,PRAIZE D FORTE CAP 1*10,,IPCA=( IPM ),,,78
1022741,STOLIN-R 100GM 100GM,,DR.REDDY-[ RECURA ACE ],,,154.75
1022830,CLODREL FORTE 1*10,,UNISEARCH CV LIFE,,,68.15
1022831,CLODREL PLUS 1*10,,UNISEARCH CV LIFE,,,73.55
1022881,FENSE-P 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,109.5
1022882,FORPAN-40 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,106.25
1022883,FORPAN-DM 1*15,,FOREGEN HEALTHCARE PVT.LTD.,,,137.2
1022884,URIRESP-200 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,22.5
1022885,URIRESP-400 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,42.5
1022887,UNIENZYME SYP 200ML,,TORRENT(UVA),,,105.7
1022888,METRIDE-1MG 1*15,,UNISEARCH CV LIFE,,,105.25
1022889,METRIDE-2MG 1*15,,UNISEARCH CV LIFE,,,120.05
1022893,RAFLE-550 TAB 1*10,,ALEMBIC-( ENTERON-GASTRO ),,,437
1022914,DAXID-100 1*15,,PFIZER-( MYLAN ),,,294.33
1022926,OVISTA CAP 1*30,,DR.REDDY^S LABORATORIES LTD.,,,125
1022935,MIGRABETA TR-40 1*15,,ALKEM-(*PENTACARE ),,,46.37
1022937,MIGRABETA TR-60 1*10C,,ALKEM-(*PENTACARE ),,,56.5
1022938,MIGRABETA TR-80 1*10C,,ALKEM-(*PENTACARE ),,,52.42
1022999,ADBETA TAB 12.5MG 1*14,,ZUVENTUS HEALTHCARE LTD,,,35
1023000,ADBETA TAB 25MG 1*14,,ZUVENTUS HEALTHCARE LTD,,,64.2
1023002,MAXTRA DROP 15ML,,ZUVENTUS HEALTHCARE LTD,,,83.3
1023003,MAXTRA (SYP). 60ML,,ZUVENTUS HEALTHCARE LTD,,,96.05
1023005,NUTIN-7 TAB 1*10,,EMCURE:-[ NUCRON ],,,35.65
1023008,PENDROX TAB 125MG DT 1*10,,IPCA=( DYNAMIX ),,,17.92
1023012,GLIMY-1 TAB 1*15T,,DR.REDDY-[ ZENURA-2 ],,,56.05
1023013,GLIMY-2 TAB 1*15T,,DR.REDDY-[ ZENURA-2 ],,,98.77
1023014,GLIMY-3 TAB 1*10T,,DR.REDDY-[ ZENURA-2 ],,,141
1023015,GLIMY-4 TAB 1*10T,,DR.REDDY-[ ZENURA-2 ],,,162
1023016,GLIMY M-2 TAB 1*15T,,DR.REDDY-[ ZENURA-2 ],,,217.5
1023017,GLIMY M-1 TAB 1*15T,,DR.REDDY^S LABORATORIES LTD.,,,160.75
1023018,GLIMY P TAB 1*10T,,DR.REDDY^S LABORATORIES LTD.,,,60.5
1023019,PLAGRIL A CAP 1*10,,DR.REDDY^S LABORATORIES LTD.,,,32.45
1023032,ZERODOL-P TAB 1*10,,IPCA=( PHARMA NEXT),,,60.4
1023038,NUMLOTOR TAB 5MG 1*10,,EMCURE:-[ NUCRON-CV ],,,75
1023042,STERILE GLOVES 6 1/2 6 1/2,,SURGICARE,,,80
1023043,STERILE GLOVES 7 NO*07,,SURGICARE,,,80
1023044,STERILE GLOVE 7 1/2 7 1/2,,SURGICARE,,,80
1023053,TRIKA PLUS 1*10,,UNICHEM UNIFOREVA,,,63.2
1023061,STERILE GLOVES 6: 6:,,SURGICARE,,,80
1023063,AXN GOLD CAP 1*10,,ALGEN HEALTHCARE,,,166
1023066,FORZEST-20 MG 1*4,,SUN PHARMA=[ PHARMA ],,,565
1023071,REDOTIL CAP 1*15,,DR.REDDY-[ AQURA HG ],,,353.25
1023080,TENOCHEK-25 1*10,,IPCA=( 3-D ),,,55.85
1033107,ATPURE-SA TAB 1*10,,EMCURE:-[ PHARMA LTD ],,,67.25
1033108,NUCARNIT-F TAB 1*10,,EMCURE:-[ NUCRON ],,,521.85
1033110,ATPURE-25 MG 1*14,,EMCURE:-[ XENNEA ],,,33.2
1033117,BIDOFLOX-OZ 1*10,,KEE PHARMA,,,69.15
1033120,FINAST 5MG 1*15,,DR.REDDY^S LABORATORIES LTD.,,,182.18
1033132,MOVON-P TAB 1*10,,IPCA=( IPM ),,,46.19
1033134,SAAZ-DS 1*10T,,(IPCA),,,145.1
1033135,SAAZ TAB 1*10,,IPCA=( ACTIVA ),,,62
1033139,OZAPIN MD 2.5 TAB 1*10,,IPCA=( INNOVA ),,,18
1033143,PARI CR-12.5 TAB 1*15,,IPCA=( INNOVA ),,,270
1033144,PARI CR-37.5 TAB 1*15,,IPCA=( INNOVA ),,,511.5
1033161,CANTAR 4 TAB 1*10,,DR.REDDY^S LABORATORIES LTD.,,,27.81
1033163,CANTAR 8 TAB 1*10,,DR.REDDY^S LABORATORIES LTD.,,,45.27
1033176,GLUCORYL M-1 1*15T,,ALKEM-(*MEDIVA ),,,159
1033177,GLUCORYL M-2 1*15T,,ALKEM-(*MEDIVA ),,,207.5
1033180,LOSAR BETA 1*10,,UNISEARCH CV LIFE,,,276.35
1033191,ATORLIP 10 TAB 1*15,,(CIP),,,102.31
1033196,SATROGYL-O TABLET 1*10,,ALKEM-(*ACE ),,,160
1033229,RILIZ-LIQ  150ML 150ML,,FERRING ( FERTILITY),,,120
1033241,DUTAS CAP. 1*30,,DR.REDDY-[ FUTURA LEO ],,,599
1033245,PRAVY 30 MG TAB. 1*10,,DR.REDDY^S LABORATORIES LTD.,,,275
1033251,IZRA-40 1*10,,TORRENT [VITUS],,,129.05
1033253,CLODREL 75MG 1*10,,UNISEARCH CD,,,72.9
1033272,NUTIN SA TABLET 1*10,,EMCURE:-[ NUCRON ],,,51.45
1033276,PARI CR-25 TAB 1*15,,IPCA=( INNOVA ),,,281.25
1033285,EMIGO INJ-4 MG 2ML*5,,ZUVENTUS-( GROMAXX ),,,13.11
1033286,EMIGO INJ-8 MG 4ML*5,,ZUVENTUS-( GROMAXX ),,,23.25
1033289,NISE MR 1*10,,DR.REDDY-[ AQURA-SG ],,,106.5
1033297,TAXIMAX-750 INJ. 1^S,,ALKEM (*ALPHA MAX),,,30.5
1033300,TAXIMAX-1500 INJ. 1^S,,ALKEM (*ALPHA MAX),,,49.5
1033313,RETOZ-60 1*10,,DR.REDDY-[ RECURA ],,,128.25
1033314,SUPRACAL A TAB 1*10,,PHARMED SYNERGY,,,145
1033332,MUCOLITE SYP. 100ML,,DR.REDDY-[ WINTURA ],,,113.5
1033334,EMIGO-4 MG 1*10T,,ZUVENTUS-( GROMAXX ),,,47.71
1033335,EMIGO-8 MG 1*10T,,ZUVENTUS-( GROMAXX ),,,53
1033338,HOSIT INJECTION 1 ML,,EMCURE:-[ CRIANTE ],,,25.7
1033345,ETOXIB 120 TAB 1*10,,TORRENT [VITUS],,,163.48
1033346,ETOXIB 60 TAB 1*10,,TORRENT [VITUS],,,98.15
1033347,ETOXIB 90 TAB 1*10,,TORRENT [VITUS],,,166
1033351,SULTAX-.75 INJ. 1^S,,IPCA=( ALTUS ),,,20.99
1033352,SULTAX-1.5 INJ. 10ML,,IPCA=( ALTUS ),,,33.15
1033355,RETOZ 120 1*10,,DR.REDDY-[ RECURA ],,,205.3
1033359,LACTAGARD 1000 20ML 20ML,,IPCA=( ALTUS ),,,90
1033362,MAXITROL TAB 1*10,,ALGEN HEALTHCARE,,,103.9
1033373,RECLIDE-80 TAB 1*15,,DR.REDDY-[ ZENURA-3 ],,,90.75
1033406,ODINAL 50MG 1*14,,ALEMBIC-( SPECIA ),,,17.5
1033468,DUTAGEN SOFGEL 0.5MG 1*10,,SUN PHARMA=[ URO-CARE ],,,260
1033481,VERICOS CAP. 1*10,,ALGEN HEALTHCARE,,,170
1033491,MENOGON INJ 75IU. 1*1,,FERRING ( FERTILITY),,,800
1033496,ULTIGEST 200MG CAP. 1*10,,ALKEM-(*ACE ),,,262
1033501,LOSTATIN 10MG 1*10,,DR.REDDY^S LABORATORIES LTD.,,,35.1
1033502,LOSTATIN 20MG 1*10,,DR.REDDY^S LABORATORIES LTD.,,,54.54
1033504,NIALIP 375MG 1*7,,DR.REDDY-[ ZENURA-1 ],,,20.9
1033505,NIALIP 500MG 1*7,,DR.REDDY-[ ZENURA-1 ],,,33
1033506,RECLIDE MR-30 1*10,,DR.REDDY-[ ZENURA-3 ],,,81.4
1033509,SEMI RECLIMET 1*10,,DR.REDDY-[ ZENURA-3 ],,,73
1033512,SENQUEL AD 100ML 100ML,,DR.REDDY-[ RECURA ACE ],,,81
1033515,TRIZULU 1*10,,TORRENT [VITUS],,,179.8
1033519,CARDIOPRIL-1.25 1*10,,DR.REDDY-[ ZENURA-3 ],,,31.34
1033520,CARDIOPRIL-10 1*10,,DR.REDDY-[ ZENURA-3 ],,,182.6
1033521,CARDIOPRIL-2.5 1*10,,DR.REDDY-[ ZENURA-3 ],,,52.58
1033522,CARDIOPRIL-5 1*10,,DR.REDDY-[ ZENURA-3 ],,,82.32
1033524,RIFLUX FORTE TAB 1*15,,DR.REDDY^S LABORATORIES LTD.,,,58
1033525,RIFLUX LIQ. 200ML,,DR.REDDY-[ PRIDE ],,,75.5
1033526,RIFLUX FORTE LIQ. 200ML,,DR.REDDY-[ PRIDE ],,,94.75
1033527,RIFLUX TAB. 1*8,,DR.REDDY^S LABORATORIES LTD.,,,9
1033530,LANZAP 30MG 1*10,,DR.REDDY^S LABORATORIES LTD.,,,59
1033531,NIAP TAB. 1*10,,DR.REDDY^S LABORATORIES LTD.,,,27.45
1033534,DYNAPRES-0.4 1*30,,DR.REDDY-[ FUTURA ],,,266
1033537,ASOMEX D 1*15,,EMCURE:-[ PHARMA LTD ],,,126.15
1033541,TENOLOL D-25 SR 1*10,,IPCA=( HYCARE ),,,32
1033542,TENOLOL D-50 SR 1*10,,IPCA=( CCC ),,,52.8
1033548,STERILE GLOVES 8: NO.8,,SURGICARE,,,80
1033560,NIMEGESIC-P TAB. 1*10,,ALEMBIC-( MAXICA ),,,56.5
1033562,FITTYDENT POWDER 20GR,,DR.REDDY-[ RECURA ACE ],,,157.5
1033565,SENQUEL AD 200ML 200ML,,DR.REDDY-[ RECURA ACE ],,,134
1033567,FINAST 5MG 1*30,,DR.REDDY^S LABORATORIES LTD.,,,848.75
1033573,MEDROL-4 TAB 1*10,,PFIZER-( ULTIMA ),,,52.59
1033585,ROMILAST B-5 TAB 1*10,,RPG:-{ PHARMA },,,148.9
1033618,ETRIK-60 1*10,,ALEMBIC-( ENTERON-GASTRO ),,,115.8
1033621,ETRIK-90 1*10,,ALEMBIC-( ENTERON-GASTRO ),,,150.5
1033639,DICYNENE INJ 2ML,,DR.REDDY-[ RECURA ACE ],,,40.5
1033645,IZRA-20 1*10,,TORRENT [VITUS],,,66.6
1033652,EFLOX-400MG TAB. 1*10,,ALGEN HEALTHCARE,,,75
1033661,DIAX CAP. 1*10,,ALEMBIC-( SPECIA ),,,67.5
1033673,ETRIK-120 1*10,,ALEMBIC-( ENTERON-GASTRO ),,,185.3
1033686,DIOF-DS (SYP). 30ML,,ZUVENTUS HEALTHCARE LTD,,,26.9
1033693,PANSA-D TAB 1*10,,ZUVENTUS-( ODENEA ),,,72
1033695,SOVENTUS SYRUP 100ML,,ZUVENTUS HEALTHCARE LTD,,,106.15
1033712,CERUVIN-AF CAP 1*15,,SUN PHARMA=[ C.V-LIFE ],,,89
1033716,NUMLO-D TAB 1*15,,EMCURE:- [CD],,,138.6
1033717,NUMLO-D-5 TAB 1*15,,EMCURE:- [CD],,,184.3
1033746,SUMO COLD PCF-AF SYP 60ML,,ALKEM-(*ALPHA ),,,35
1033756,RETOZ-90 1*10,,DR.REDDY-[ RECURA ],,,153.5
1033766,ZYRCOLD TAB 1*10,,DR.REDDY-[ GRANDERA ],,,79.75
1033772,ESLO AT-5 1*10,,ZUVENTUS HEALTHCARE LTD,,,184.95
1033774,ASOMEX D-5 1*15T,,EMCURE:-[ PHARMA LTD ],,,191.7
1033776,CM PLUS 1*10,,FOREGEN HEALTHCARE PVT.LTD.,,,172.7
1033798,EXAM MEDIUM GLOVES 1*100,,SURGICARE,,,9
1033807,HYPHORAL TAB. 1*10,,IPCA=( BIONOVA ),,,240
1033810,RECITA 10 TAB 1*10,,IPCA=( INNOVA ),,,90.94
1033811,RECITA 20 TAB 1*10,,IPCA=( INNOVA ),,,143.69
1033812,RECITA 5 TAB 1*10,,IPCA=( INNOVA ),,,76.77
1033817,SINATE TAB 1*30,,SERUM INSTITUTE OF INDIA,,,130
1033819,GLYCINORM M-30 MR 1*10T,,IPCA=( CCC ),,,46.5
1033821,LOSANORM 25 TAB 1*10,,IPCA=( DYNAMIX ),,,36.15
1033823,LOSANORM 50 TAB 1*10,,IPCA=( DYNAMIX ),,,63.4
1033841,TRIZAC 20MG 1*10,,UNICHEM,,,23.15
1033856,PIPZO-4.5 INJ. 4.5GM,,ALKEM-(*ACE ),,,239
1033858,FERIUM XT TAB 1*10,,EMCURE:-[ XENNEX ],,,172.4
1033860,STYPTOCHROME INJ. 10*2ML,,DR.REDDY^S LABORATORIES LTD.,,,60
1033873,IZRA D-20 TAB 1*10,,TORRENT [VITUS],,,88.24
1033874,IZRA D-40 TAB 1*10,,TORRENT [VITUS],,,146.3
1033876,LAFF TAB 1*10,,PHARMED ACE,,,107
1033894,GLYCINORM M-60 MR 1*10T,,IPCA=( CCC ),,,61.75
1033905,GLIMSER-1 TAB 1*10T,,ALEMBIC-( PHARMA ),,,104.6
1033914,TETAN-H TAB 1*15,,ALEMBIC-( PHARMA ),,,235.75
1033916,GLIMSER-2 TAB 1*10T,,ALEMBIC-( PHARMA ),,,169.8
1033922,REFZIL O-DT-125 1*10,,SUN PHARMA=[ CROSSLAND-1 ],,,157.49
1033926,GLA-M CAP 1*10,,DR.REDDY-[ ZENURA-2 ],,,229.25
1033941,PLAGRIL A-75 1*10,,DR.REDDY-[ ZENURA-1 ],,,35.2
1033943,LIMIGEN-1 TAB 1*10,,ALGEN HEALTHCARE,,,22
1033944,LEZYNCET-M SUSP 60ML,,UNICHEM,,,54.25
1033950,OROFER XT TAB 1*10,,EMCURE:-[ PHARMA LTD ],,,172.4
1033983,DOMADOL 1*10,,UNICHEM LAB,,,49.45
1033990,UNIWARFIN TAB 1*10,,UNISEARCH CD,,,24.08
1033999,ZEOF-200 TAB 1*10T,,ZUVENTUS-( ZHL ),,,56.5
1034003,TORQ SR-4 MG 1*10,,DR.REDDY^S LABORATORIES LTD.,,,315
1034022,NUROMARK 1500 TAB 1*10,,DIRECT(UNIMARCK HEALTHCARE LTD.),,,90
1034033,PROFIGRAN-5 1*10,,ALKEM-(*PENTACARE ),,,26.88
1034062,MOVON-MR TAB 1*10,,IPCA=( IPM ),,,71.5
1034069,RACE-2.5 CAP 1*10,,ALKEM-(*METABOLICS),,,59.3
1034071,RACE-5 CAP 1*10,,ALKEM-(*METABOLICS),,,92.1
1034079,SURGICARE NEURO 8 8,,SURGICARE,,,0
1034096,ZANOCIN DS-400 1*10,,SUN PHARMA CLASSIC,,,267
1034103,LEZYNCET-D 1*10,,TORRENT(UVA),,,89.55
1034120,NOPLAQ AS-150MG 1*10,,ALKEM-(*MEDIVA ),,,29.71
1034122,RACIPER-40 TAB 1*10,,SUN PHARMA=[ PHARMA ],,,127
1034141,ZANOCIN-OZ TAB 1*10,,SUN PHARMA CLASSIC,,,168
1034148,STAMCOR TAB 1*10,,DR.REDDY^S LABORATORIES LTD.,,,69.3
1034165,ENAM-10 MG 1*10T,,DR.REDDY-[ PRIDE ],,,99.6
1034191,ENHANCIN DS TAB 1*6,,SUN PHARMA=[ REXTAR ],,,95.4
1034236,REVELOL XL-100 1*10,,IPCA=( CCC ),,,246
1034238,REVELOL XL-50 1*15,,IPCA=( CCC ),,,107.69
1034252,HEP-5 MG 5ML,,(GEN.),,,40
1034256,RECOUP SMART SYP 220ML,,FAITH PHARMACEUTICALS LTD,,,280
