itemid,ITENNAME,pack,manufacturer,CATG,SUBCATG,mrp
ADM0003,ADMENTA 5MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
ADM0045,AD MELA-TX CREAM 30G,,ADONIS LABORATORIES PVT LTD,PHARMA,OINTMENT,
ADM0063,AD-MOIST MOISTURISING CREAM 100G,,ZEDTECH PHARMA LLP,PHARMA,CREAM,
ADO0020,ADONIA 100GRM CREAM,,UNIMARCK HEALTHCARE LTD,PHARMA,OINTMENT,
ADP0017,ADPRIDE 25MG TAB 10'S,,MEDSEA HEALTHCARE PVT LTD,PHARMA,TABLET,
ADP0028,ADPOLITE SKIN LIGHTENING CREAM 25G,,ADPAUL LIFESCIENCE PVT LTD,PHARMA,CREAM,
ADR0002,ADRENOR 2ML INJ,,SAMARTH LIFESCIENCES PVT LTD,PHARMA,INJECTION,
ADR0015,ADRENALINE BITARTRATE 1ML (BIOSTAN),,BIOSTAN INDIA PHARMACEUTICALS,PHARMA,INJECTION,
ADR0020,ADRENALINE TARTRATE 1ML (VULCAN),,RATHI LABORATORIES PVT LTD,PHARMA,INJECTION,
ADR0032,ADRENALINE 1ML (GOPISH PHAR),,GLAXO SMITHKLINE PHARMACEUTICALS LTD,PHARMA,INJECTION,
ADR0075,ADRENALINE 1MG/1ML INJ,,COPI MEDICARE,PHARMA,INJECTION,
ADT0014,ADTHYRA TAB 10'S,,INNOVATIVE PHARMACEUTICALS LTD,PHARMA,TABLET,
ADU0042,ADULT DIAPER XL,,ADONIS LABORATORIES PVT LTD,FMCG,PERSONAL CARE,
ADU0050,AD UP CAP 10'S,,BIOMED PHARMACEUTICALS LTD,PHARMA,CAPSULE,
ADV0002,ADVENT 30ML SYP,,CIPLA LTD,PHARMA,LIQUID,
ADV0003,ADVENT 625MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
ADV0006,ADVENT 10ML DROPS,,CIPLA LTD,PHARMA,DROPS,
ADV0009,ADVENT FORTE 30ML SYP,,CIPLA LTD,PHARMA,LIQUID,
ADV0013,ADVOG 0.3MG TAB 10'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
ADV0016,AD VITAMIN BABY OIL 170ML,,SUNNY DRUG & PHARMA PVT LTD,FMCG,BABY CARE,
ADV0017,AD VITAMIN BABY OIL 340ML,,SUNNY DRUG & PHARMA PVT LTD,FMCG,BABY CARE,
ADV0018,AD VITAMIN BABY OIL 100ML,,SUNNY DRUG & PHARMA PVT LTD,FMCG,BABY CARE,
ADV0021,ADVENT 600MG INJ,,CIPLA LTD,PHARMA,INJECTION,
ADV0041,ADVAGRAF 1MG CAP 10'S,,ASTELLAS PHARMA INDIA PVT LTD,PHARMA,TABLET,
ADV0045,ADVAN CREAM 10G,,ALEMBIC LTD,PHARMA,OINTMENT,
ADV0075,ADVAN INSTA 20GM CREAM,,ALEMBIC LTD,PHARMA,OINTMENT,
ADV0082,ADVENT FORTE 457MG ORANGE FLAV PAED SYP 60ML,,CIPLA LTD,PHARMA,LIQUID,
AER0001,AEROCORT FORTE ROTACAPS 30'S ***,,CIPLA LTD,PHARMA,CAPSULE,
AER0002,AEROCORT 50MCG CFC FREE INHALER 200MD,,CIPLA LTD,PHARMA,INHALER,
AER0010,AEROCORT ROTACAPS 100MCG 30'S ***,,CIPLA LTD,PHARMA,CAPSULE,
AER0015,AEROCORT 50MCG CFC FREE INHALER 200MD ***,,CIPLA LTD,PHARMA,INHALER,
AER0024,AEROCORT ROTACAPS 30'S,,CIPLA LTD,PHARMA,CAPSULE,
AER0025,AEROCORT FORTE ROTACAPS 30'S,,CIPLA LTD,PHARMA,CAPSULE,
AER0026,AERO MIST NEBULIZER ADULT (ROMSONS),,ADONIS LABORATORIES PVT LTD,SURGICAL,RE-HABILITATION,
AER0035,AERODIL 100ML EXP,,GERMAN REMEDIES LTD,PHARMA,LIQUID,
AER0058,AEROTROP INHALER,,MACLEODS PHARMACEUTICALS LTD,PHARMA,INHALER,
AER0059,AERODIL DX SUGAR FREE 100ML SYR,,GERMAN REMEDIES LTD,PHARMA,LIQUID,
AER0061,AEROTROP F INHALAER,,MACLEODS PHARMACEUTICALS LTD,PHARMA,INHALER,
AER0070,AEROTROP CAP 15'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,CAPSULE,
AER0081,AERO MIST MASK PEAD (ROMSONS),,ROM- ROMOSONS LTD.,SURGICAL,RE-HABILITATION,
AER0082,AEROCORT ROTACAPS 60'S,,CIPLA LTD,PHARMA,INHALER,
AES0006,AESTER SP,,3M INDIA LTD,PHARMA,TABLET,
AF10001,AF 150MG TAB 1'S ***,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,TABLET,
AF10002,AF 150MG TAB 1'S,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,TABLET,
AF20001,AF 200 MG TAB 1'S,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,TABLET,
AF30001,AF 300 TAB 1'S,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,TABLET,
AF40001,AF 400 MG TAB 1'S,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,TABLET,
AF50001,AF 50MG TAB 4'S,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,TABLET,
AFD0001,AFDURA TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
AFD0026,AFDERM-MN 15GM CRM,,ANGLO FRENCH DRUGS & INDUSTRIES LTD,PHARMA,OINTMENT,
AFD0035,AFDERM-MN PLUS CREAM 15G,,ANGLO FRENCH DRUGS & INDUSTRIES LTD,PHARMA,OINTMENT,
AFF0020,AFFYVIT-D3 60K SOFTGEL CAP 4'S,,AFFY PHARMA PVT LTD,PHARMA,CAPSULE,
AFK0001,AF KIT TAB ***,,SYSTOPIC LABORATORIESS PVT LTD,PHARMA,TABLET,
AFO0010,AFOGLIP 20 TAB 10'S,,TORRENT (AZUCA),PHARMA,TABLET,
AFO0014,AFOGATRAN 110MG CAP 10'S,,TORRENT (AZUCA),PHARMA,CAPSULE,
AFO0015,AFOGATRAN 150MG CAP 10'S,,TORRENT (AZUCA),PHARMA,CAPSULE,
AFO0016,AFOGATRAN 75MG CAP 10'S,,TORRENT (AZUCA),PHARMA,CAPSULE,
AFO0026,AFOGLIP M 500 TAB 15'S,,TORRENT (AZUCA),PHARMA,TABLET,
AFO0027,AFOGLIP M 1000 TAB 15'S,,TORRENT (AZUCA),PHARMA,TABLET,
AFR0007,AFRO-Q TAB 10'S,,THOR DRUGS PVT LTD,PHARMA,TABLET,
AGE0027,AGELESS TAB 10'S,,APEX LABORATORIES LTD,PHARMA,TABLET,
AGE0029,AGELITE SERUM 10ML,,AUREL BIOLIFE LTD,PHARMA,LIQUID,
AGI0001,AGINAL AT TAB 14'S,,ALEMBIC LTD,PHARMA,TABLET,
AGI0039,AGIPINE MD-7.5MG TAB 10'S,,AGM BIOTECH PVT LTD,PHARMA,TABLET,
AGI0040,AGINAL-AT TAB 15'S,,ALEMBIC LTD,PHARMA,TABLET,
AGO0004,AGOPREX 25MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
AGR0025,AGRO-D3 60K SOFTGEL CAP 4'S,,AGROSAF PHARMACEUTICALS,PHARMA,CAPSULE,
AHA0001,AHA GLOW  FACE WASH 50GM GEL,,TORRENT PHARMA LTD,FMCG,PERSONAL CARE,
AHA0005,AHA GLOW CREAM 100G,,TORRENT PHARMA LTD,FMCG,PERSONAL CARE,
AHA0006,AHA GLOW FACE WASH 100GM GEL,,TORRENT PHARMA LTD,FMCG,PERSONAL CARE,
AHA0007,AHA GLOW OINT,,STARUS PHARMACEUTICALS PVT LTD,PHARMA,OINTMENT,
AHA0008,AHAGLOW S FOAMING FACE WASH 60ML,,TORRENT PHARMA LTD,FMCG,PERSONAL CARE,
AHA0015,AHAGLOW MOISTURIZING GEL 50G,,TORRENT (AZUCA),PHARMA,OINTMENT,
AHA0016,AHA LOTION 15% 100ML,,FIXDERMA INDIA PVT LTD,PHARMA,OINTMENT,
AHA0017,AHAGLOW S FOAMING FACE WASH 100ML,,TORRENT (AZUCA),PHARMA,GEL,
AHA0020,AHAGLOW SPF 26 SUNSCREEN LOTION 100ML,,TORRENT (AZUCA),PHARMA,LOTION,
AHA0024,AHALIM-3 FACE-WASH 100ML,,RAKSHIT DRUGS PVT LTD,PHARMA,GEL,
AHA0025,AHAGLOW ADVANCED FACE WASH 100G,,TORRENT (AZUCA),PHARMA,GEL,
AIL0001,AIL MD TAB 10'S,,BIOMED PHARMACEUTICALS LTD,PHARMA,TABLET,
AIM0008,AIM 7-30MG XR TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
AIM0009,AIM 7-60MG XR TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
AIR0111,AIR MATTRESS,,APX-APEX LABORATORIES LTD,SURGICAL,SURGICALS,
AIR0179,AIRTEC SF 250MG ROTACAP 30'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,INHALER,
AIR0180,AIRTEC SF 100MG ROTACAP 30'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,INHALER,
AIR0183,AIRTEC FB 400 INSTACAPS 30'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,CAPSULE,
AIR0193,AIRTEC FB 200MG DPI CAP 1'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,CAPSULE,
AIR0209,AIRTEC FB 400 ROTACAPS 30'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,CAPSULE,
AIR0214,AIRTEC-FB 200 INSTACAPS 30'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,CAPSULE,
AIR0219,AIRTIO-F INSTA CAPS 30'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,CAPSULE,
AIR0261,AIRZ CAP 30'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,CAPSULE,
AIR0277,AIRZ-F CAP (POWDER FOR INHALATION) 30'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,INHALER,
AIR0292,AIRZ-FF CAP (POWDER FOR INHALATION) 30'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,CAPSULE,
AIR0297,AIRZ-F DIGIHALER IL 120MD,,GLENMARK PHARMACEUTICAL LTD,PHARMA,INHALER,
AJA0021,AJADUO 25/5MG TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
AJA0022,AJADUO 10/5MG TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
AKC0003,AKCERON-OD VEG CAP 15'S,,AKCENT HEALTHCARE INDIA PVT LTD,PHARMA,CAPSULE,
AKK0005,AKKISCAM SUGAR STRIP,,NEM-NEMPRO CARE,SURGICAL,RE-HABILITATION,
AKO0002,AKOSTOL-OD 300 TAB 10'S,,ZYDUS PHARMA LTD,PHARMA,TABLET,
AKR0008,AKROSITE TAB 10'S,,AKROVIS PHARMACEUTICALS,PHARMA,TABLET,
AKR0012,AKRIMOL-TH 4 TAB 10'S,,EASTON PHARMACEUTICALS,PHARMA,TABLET,
AKT0001,A K T - 3  KIT TAB,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
AKT0002,A K T - 4 TAB 4's,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
AKT0003,A K T - FD TABS,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
AKT0006,AKT 2 TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
AKT0010,AKTIV-D 60000 I.U TAB,,THAR PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
AKU0002,AKURIT 4 TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
AKU0005,AKURIT 3MG TAB,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
AKU0006,AKURIT-3 TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
AKU0022,AKUNEURON-LC TAB 10'S,,HYBRAND PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
AL50001,AL5ZYME CAP 10'S,,ALEMBIC LTD,PHARMA,CAPSULE,
ALA0004,ALAMIN M FORTE CAP 10'S,,ALBERT DAVID LTD,PHARMA,CAPSULE,
ALA0005,ALAMIN SN INJ 200ML,,ALBERT DAVID LTD,PHARMA,INJECTION,
ALA0008,ALASPAN 10MG TAB 10'S,,BAYER PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
ALA0013,ALASPAN AM TAB 10'S,,BAYER PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
ALA0015,ALAMIN XTRA CAP 10'S,,ALBERT DAVID LTD,PHARMA,CAPSULE,
ALA0043,ALANEX SOFTGELS CAP 10'S,,GLOUCESTER PHARMA,PHARMA,CAPSULE,
ALA0051,ALABOT CAP 10'S,,VENTIN PHARMA LTD,PHARMA,CAPSULE,
ALA0089,ALASPAN AG SYRUP 100ML,,BAYER PHARMACEUTICALS PVT LTD,PHARMA,SYRUP,
ALA0090,ALASPAN 5 ORAL SOLUTION 100ML,,BAYER PHARMACEUTICALS PVT LTD,PHARMA,ORAL SOLUTION,
ALB0008,ALBUREL 20% 100ML IV,,REL-RELIANCE FORMULATION PVT L,PHARMA,FLUIDS,
ALB0059,ALBUMEN CARE 200GM POWDER,,VENKYS NUTRITION,PHARMA,POWDER,
ALB0119,ALBUMEN CARE 400GM POWDER,,VENKYS NUTRITION,PHARMA,POWDER,
ALB0126,ALBUREL-T 20% 100ML I.V,,REL-RELIANCE FORMULATION PVT L,PHARMA,FLUIDS,
ALB0141,ALBUTAS 20% INJ 100ML,,INTAS PHARMACEUTICALS LTD,PHARMA,INJECTION,
ALB0146,ALBUVIT CAP 10'S,,ADONIS LABORATORIES PVT LTD,PHARMA,CAPSULE,
ALB0173,ALBRIM T EYE DROPS 5ML,,ALEMBIC LTD,PHARMA,DROPS,
ALB0183,ALBICO TAB 15'S,,AL FARMACO PHARMACEUTICALS,PHARMA,TABLET,
ALB0189,ALBUMEN CARE ADVANCE MANGO FLAV POWDER 400G,,VENKYS NUTRITION,PHARMA,POWDER,
ALC0007,ALCOHOL SWABS 100'S (B.D.),,MANTIS REMEDIES,SURGICAL,CONSUMABLES,
ALC0014,ALCOLIV 500MG TAB 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,TABLET,
ALC0078,ALCE 5MG TAB 10'S,,DR ALSON LABORATORIES PVT LTD,PHARMA,TABLET,
ALC0151,ALCAREX 5ML EYE DROPS,,AJANTA PHARMA LTD,PHARMA,DROPS,
ALC0155,ALCOFIX TAB 15'S,,ALNICHE LIFE SCIENCES PVT LTD,PHARMA,TABLET,
ALC0157,ALCULI-COMBO PACK (CAP+SYP) BSA,,BSA PHARMA INC,FMCG,AYURVEDIC,
ALC0182,ALCOXIA-90MG TAB 10'S,,ALCOLABS LTD,PHARMA,TABLET,
ALC0189,ALCAFT 2.5MG EYE DROPS 5ML,,MICRO LABS LTD,PHARMA,DROPS,
ALC0195,ALCROS 100MG CAP 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,CAPSULE,
ALC0196,ALCROS 200MG CAP 10'S,,SUN PHARMACEUTICAL INDUSTRIES LTD,PHARMA,CAPSULE,
ALD0001,ALDACTONE 100MG TAB 15'S,,RPG LIFESCIENCES LTD,PHARMA,TABLET,
ALD0002,ALDACTONE 25MG TAB 15'S,,RPG LIFESCIENCES LTD,PHARMA,TABLET,
ALD0010,ALDACTONE 50MG TAB 15'S,,RPG LIFESCIENCES LTD,PHARMA,TABLET,
ALD0013,ALDONIL 50MG TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
ALD0028,ALDIGESIC-P TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
ALD0045,ALDEX SR 6 MG TAB    `,,ABBOTT INDIA LIMITED,PHARMA,TABLET,
ALD0053,ALDIGESIC MR TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
ALD0061,ALDONIL OD 150MG TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
ALD0072,ALDONIL PLUS TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
ALD0107,ALDACTONE T 5MG TAB 15'S,,RPG LIFESCIENCES LTD,PHARMA,TABLET,
ALD0110,ALDIFUHR-SP TAB 10'S,,FUHRER PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
ALE0003,ALERID 10MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
ALE0005,ALERID D TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
ALE0006,ALERID SYP - 30ML,,CIPLA LTD,PHARMA,LIQUID,
ALE0010,ALEX - P SYP - 60ML,,GLENMARK PHARMACEUTICAL LTD,PHARMA,LIQUID,
ALE0012,ALEX COUGH LOZENGES TAB 10'S,,GLENMARK PHARMACEUTICAL LTD,PHARMA,TABLET,
ALE0015,ALEX P 15ML DROPS,,GLENMARK PHARMACEUTICAL LTD,PHARMA,DROPS,
ALE0020,ALEX SYRUP 100ML,,GLENMARK PHARMACEUTICAL LTD,PHARMA,LIQUID,
ALE0035,ALEX PLUS SYRUP 100ML,,GLENMARK PHARMACEUTICAL LTD,PHARMA,LIQUID,
ALE0073,ALEX SUGAR FREE SYRUP 100ML,,GLENMARK PHARMACEUTICAL LTD,PHARMA,LIQUID,
ALE0075,ALERTA-D TAB 10'S,,DES-DESLORATADINE TABLETS,PHARMA,TABLET,
ALE0077,ALENSOL D 800MG TAB 10'S,,ADONIS LABORATORIES PVT LTD,PHARMA,TABLET,
ALE0079,ALERFIX TOTAL TAB 15'S,,ERIS LIFE SCIENCES LTD,PHARMA,TABLET,
ALE0098,ALENSOL D TAB 4'S,,MEDSOL INDIA OVERSEAS PVT LTD,PHARMA,TABLET,
ALE0101,ALERID 5MG TAB 10'S,,CIPLA LTD,PHARMA,TABLET,
ALE0116,ALEX JR 60ML SYP,,GLENMARK PHARMACEUTICAL LTD,PHARMA,LIQUID,
ALE0127,ALEX SUGAR FREE LOZENGES,,GLENMARK PHARMACEUTICAL LTD,PHARMA,TABLET,
ALE0130,ALERID SYP (60ML),,CIPLA LTD,PHARMA,LIQUID,
ALE0160,ALE PLUS SOFTGEL CAP,,GENSIS BIOTECH,PHARMA,CAPSULE,
ALE0165,ALESURE-F TAB 10'S,,ASM PURE SERUMS PVT LTD,PHARMA,TABLET,
ALE0172,ALERCID-M TAB 10'S,,ELIVIA LIFE SCIENCES PVT LTD,PHARMA,TABLET,
ALE0179,ALENIX-5MG TAB 10'S,,CANIXA LIFE SCIENCES PVT LTD,PHARMA,TABLET,
ALE0180,ALEX-L 20MG SUSP 100ML,,GLENMARK PHARMACEUTICAL LTD,PHARMA,LIQUID,
ALE0182,ALEFEN-M TAB 10'S,,ASVINS LIFECARE,PHARMA,TABLET,
ALE0208,ALEX JUNIOR DS SYP 60ML,,GLENMARK PHARMACEUTICAL LTD,PHARMA,LIQUID,
ALE0212,ALERZIT-5 TAB 10'S,,FERVENT LIFESCIENCES PVT LTD,PHARMA,TABLET,
ALF0003,ALFACAL PLUS CAP 10'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
ALF0012,ALFOO 10MG TAB 30'S,,DR REDDY'S LABORATORIES,PHARMA,TABLET,
ALF0013,ALFUSIN 10MG TAB 15'S,,CIPLA LTD,PHARMA,TABLET,
ALF0017,ALFUSIN D TAB 15'S,,CIPLA LTD,PHARMA,TABLET,
ALF0021,ALFAMAXICOL 500MG CAP 10'S,,MANKIND PHARMA PVT LTD,PHARMA,CAPSULE,
ALF0022,ALFAKIM 500MG 2ML INJ,,RANBAXY LABORATORIES,PHARMA,INJECTION,
ALF0095,ALFALOG 200MG TAB 10'S,,RPG LIFESCIENCES LTD,PHARMA,TABLET,
ALF0102,ALFAREX TAB 10'S,,SPIREX PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
ALF0117,ALFA GPC 400MG TAB 10'S,,INTAS PHARMACEUTICALS LTD,PHARMA,TABLET,
ALF0122,ALFAJET FORTE CAP 10'S,,AXNTURE HEALTHCARE LTD,PHARMA,CAPSULE,
ALF0134,ALFUGRESS-D TAB 10'S,,LA RENON HEALTHCARE PVT LTD,PHARMA,TABLET,
ALF0157,ALFA-REOSTIN TAB 10'S,,CONVINA RESEARCH LAB PVT LTD,PHARMA,TABLET,
ALF0202,ALFABET PF EYE DROPS 10ML,,HIS EYENESS OPHTHALMICS PVT LTD,PHARMA,DROPS,
ALF0228,ALFAMONT-AM TAB 10'S,,RYNN PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
ALG0006,ALGESIA SP TAB 10'S,,MACLEODS PHARMACEUTICALS LTD,PHARMA,TABLET,
ALG0022,ALGIC PLUS 5ML DROP,,SUNWAYS INDIA PVT LTD,PHARMA,DROPS,
ALG0050,ALGEST SR 200 MG TAB 10'S,,ZYDUS CADILA HEALTHCARE LTD,PHARMA,TABLET,
ALG0069,ALGEN 1.37G SYRUP 100ML,,UNIPHAR BIOTECH PVT LTD,PHARMA,LIQUID,
ALI0037,ALIVHER TAB 10'S,,AKUMENTIS HEALTHCARE LTD,PHARMA,TABLET,
ALI0066,ALINOL-10MG TAB 10'S,,KIVI LABS LIMITED,PHARMA,TABLET,
ALI0078,ALIKUF 100ML SYP,,ALISIER DRUGS PVT LTD,PHARMA,LIQUID,
ALI0092,ALIZAP 30MG TAB 10'S,,BIOCON LTD,PHARMA,TABLET,
ALI0098,ALIZYME PINEAPPLE FLAV SYP 200ML,,BONNE SANTE THERAPEUTICS INDIA LTD,PHARMA,LIQUID,
ALI0110,ALIDIYA 1K TAB 10'S,,REMEDYN FORMULATION PVT LTD,PHARMA,TABLET,
ALK0001,ALKANIL INGA 100ML SYRUP,,INGA LABORATORIES PVT LTD,PHARMA,LIQUID,
ALK0008,ALKOF COUGH SYRUP 100ML,,ALKEM LABORATORIES LTD,PHARMA,LIQUID,
ALK0009,ALKOF ORANGE 100ML COUGH SYRUP,,ALKEM LABORATORIES LTD,PHARMA,LIQUID,
ALK0023,ALKACIP SYRUP 100ML,,CIPLA LTD,PHARMA,TABLET,
ALK0026,ALKASOL 450 ML SYP,,STADMED PRIVATE LIMITED,PHARMA,LIQUID,
ALK0027,ALKASOL 100ML LIQ,,STADMED PRIVATE LIMITED,PHARMA,LIQUID,
ALK0037,ALKAMAX 100ML SYRUP,,OVERSEAS HEALTH CARE PVT LTD,PHARMA,LIQUID,
ALK0041,ALKAMAX MB 6 200ML RASBERRY FLAV SOLUTION,,OVERSEAS HEALTH CARE PVT LTD,PHARMA,LIQUID,
ALK0074,ALKOF JUNIOR SYR,,ALKEM LABORATORIES LTD,PHARMA,LIQUID,
ALK0095,ALKOF JUNIOR 100ML SYP,,ALKEM LABORATORIES LTD,PHARMA,LIQUID,
ALK0102,ALKAZONE 100ML  SYP,,BALAJI PHARMACEUTICALS LTD,PHARMA,LIQUID,
ALK0116,ALKEPIN ODT 12.5MG TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
ALK0119,ALKEPIN ODT 25MG TAB 10'S,,ALKEM LABORATORIES LTD,PHARMA,TABLET,
ALK0146,ALKASTON-B6 SYP 200ML,,IPCA LABORATORIES PVT LTD,PHARMA,LIQUID,
ALK0159,ALKABEL 1.37G SYRUP 100ML,,BLUE BELL PHARMA,PHARMA,LIQUID,
ALK0161,ALKAPAC S/F CARDAMOM FLAV SYRUP 100ML,,MSN LABORATORIES LTD,PHARMA,LIQUID,
ALL0002,ALLEGRA 120MG TAB 10'S,,SANOFI AVENTIS INDIA LTD,PHARMA,TABLET,
ALL0003,ALLEGRA 180MG TAB 10'S,,SANOFI AVENTIS INDIA LTD,PHARMA,TABLET,
ALL0006,ALLERCET DC TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
ALL0007,ALLERCET L TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
ALL0008,ALLERCET TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
ALL0029,ALLERCET COLD TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
ALL0042,ALLERCET PED TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
ALL0050,ALLSUTH LOTION 100ML,,IPCA LABORATORIES PVT LTD,PHARMA,LIQUID,
ALL0063,ALLERCET SYP 60ML,,MICRO LABS LTD,PHARMA,LIQUID,
ALL0114,ALLCET TAB 10'S,,AARGE DRUGS PVT LTD,PHARMA,TABLET,
ALL0145,ALLCET M TAB 10'S,,LIFELINE REMEDIES INDIA PVT LTD,PHARMA,TABLET,
ALL0151,ALL 9MG TAB 10'S,,AKUMENTIS HEALTHCARE LTD,PHARMA,TABLET,
ALL0165,ALLEGRA 100ML SYP,,SANOFI AVENTIS INDIA LTD,PHARMA,LIQUID,
ALL0169,ALLRITE DC TAB 10'S,,GERMAN REMEDIES LTD,PHARMA,TABLET,
ALL0207,ALL 9-D CAP 10'S,,AKUMENTIS HEALTHCARE LTD,PHARMA,CAPSULE,
ALL0212,ALLSTAR INSULIN PEN,,SANOFI AVENTIS INDIA LTD,PHARMA,INJECTION,
ALL0218,ALLEGRA M TAB 10'S,,SANOFI AVENTIS INDIA LTD,PHARMA,TABLET,
ALL0223,ALLERCET M 60ML SYP,,MICRO LABS LTD,PHARMA,LIQUID,
ALL0226,ALLERCET M TAB 10'S,,MICRO LABS LTD,PHARMA,TABLET,
ALL0262,ALL 9 BOH TAB 10'S,,AKUMENTIS HEALTHCARE LTD,PHARMA,TABLET,
ALL0265,ALLYLAX TAB 10'S,,AXNTURE HEALTHCARE LTD,PHARMA,TABLET,
ALL0278,ALL-9 PIH TAB 10'S,,AKUMENTIS HEALTHCARE LTD,PHARMA,TABLET,
ALL0329,ALLGESIC 60ML OIL,,ADONIS LABORATORIES PVT LTD,PHARMA,OINTMENT,
ALL0346,ALLERCET COLD 60ML SYP,,MICRO LABS LTD,PHARMA,LIQUID,
ALL0360,ALLTIDE-D 5MG TAB 10'S,,EUMEDICA PHARAMCEUTICALS,PHARMA,TABLET,
ALL0377,ALLERCOOL EYE DROPS 10ML,,OPTHO REMEDIES PVT LTD,PHARMA,DROPS,
ALL0392,ALLEGIX ANTI-ITCH LOTION 100ML,,INTAS PHARMACEUTICALS LTD,PHARMA,LOTION,
ALL0402,ALLEGRA 120MD 27.5MCG NASAL SPRAY 6G,,SANOFI AVENTIS INDIA LTD,PHARMA,SPRAY,
ALL0418,ALLITA CHEW TAB 30'S,,3GEN PHARMACEUTICALS,PHARMA,TABLET,
ALL0421,ALLOVIT GOLD CAP 10'S,,ZANEKA PHARMACEUTICALS PVT LTD,PHARMA,CAPSULE,
ALL0436,ALLEGRA 70MD NASAL DUO NASAL SPRAY 7G,,SAN-SANOFI,PHARMA,SPRAY,
ALL0440,ALL 9 TAB 15'S,,AKUMENTIS HEALTHCARE LTD,PHARMA,TABLET,
ALL0451,ALLBRO 100 CAP 10'S,,THULASI PHARMACEUTICALS PVT LTD,PHARMA,CAPSULE,
ALL0452,ALLVIN-M KID TAB 10'S,,BRIT ALLVIN PHARMACEUTICALS PVT LTD,PHARMA,TABLET,
ALM0010,ALMOX 250 MG CAP 10'S,,ALKEM LABORATORIES LTD,PHARMA,CAPSULE,
ALM0030,ALMIS SOAP,,HINDUSTAN COCACOLA BEVERAGES P. LTD,FMCG,PERSONAL CARE,
ALM0053,ALMITY TAB 10'S,,LUPIN LABORATORIES LTD,PHARMA,TABLET,
ALN0089,ALNURON PLUS CAP 10'S,,ALBERT DAVID LTD,PHARMA,CAPSULE,
ALN0090,ALNURON-LC TAB 10'S,,ALBERT DAVID LTD,PHARMA,TABLET,
