item_code,brand_x,brand_y,id,mrp,Apollo code,Apollo brand,manufacturer
HIM0550,himalaya anti hair fall 175ml cream,himalaya anti hair fall cream 175ml,210791,100,HIM0550,himalaya anti hair fall 175ml cream,THE HIMALAYA DRUG COMPANY
JUN0030,jungle formula head lice 50ml lotion,jungle formula head lice lotion 50ml,218998,130,JUN0030,jungle formula head lice 50ml lotion,PIRAMAL HEALTHCARE LTD
SUG0014,sugar free natura 100 pellets,sugar free natura pellets 100,318560,62,SUG0014,sugar free natura 100 pellets,ZYDUS WELLNESS LIMITED
ACC0200,accu-chek instant 50's,accu-chek instant-50s,378315,799,ACC0200,accu-chek instant 50's,ROCHE DIAGNOSTICS IND PVT
ADE0028,a-derma sensiphase cream 40ml,a derma sensiphase cream 40ml,105288,352,ADE0028,a-derma sensiphase cream 40ml,NICHOLAS PIRAMAL INDIA LTD
AFT0007,after lotion 15ml,after lotion 15ml,106442,119,AFT0007,after lotion 15ml,APOLLO HOSPITALS ENTERPRIS LTD
ALD0024,aldryl syrup 60ml,aldryl syrup 60ml,107612,26,ALD0024,aldryl syrup 60ml,CIPLA LTD
ALE0018,alex syrup 50ml,alex syrup 50ml,107828,62,ALE0018,alex syrup 50ml,GLENMARK PHARMACEUTICAL LTD
ALK0045,alkin syrup 100ml,alkin syrup 100ml,108389,42.3,ALK0045,alkin syrup 100ml,HEMA LABORATORIES LTD
ALO0335,aloekin lotion 100ml,aloekin lotion 100ml,380312,190,ALO0335,aloekin lotion 100ml,ZYDUS PHARMA LTD
AMR0114,amrox syrup 50ml,amrox syrup 50ml,112157,40,AMR0114,amrox syrup 50ml,LEEFORD HEALTH CARE LTD
APP0190,appetone plus syrup 300ml,appetone plus syrup 300ml,114143,115,APP0190,appetone plus syrup 300ml,JAI UTTAM HEALTH CARE
APP0199,apple cider vinegar 500ml,apple cider vinegar 500ml,311568,199,APP0199,apple cider vinegar 500ml,3M INDIA LTD
ARN0013,arnopen liniment 30ml,arnopen liniment 30ml,115231,55,ARN0013,arnopen liniment 30ml,ADONIS LABORATORIES PVT LTD
ARO0053,arodent gum paint 10 ml,arodent gum paint 10ml,381977,45,ARO0053,arodent gum paint 10 ml,GD PHARMACEUTICALSS PVT LTD
ATR0174,atroness 0.01% eye drops 5ml,atroness 0.01% eye drop 5ml,377575,198,ATR0174,atroness 0.01% eye drops 5ml,WAYPHAM INDIA PVT LTD
AVE0001,avessa 250 octacaps 30's ***,avessa 250mg octacaps 30s,381054,7.7,AVE0001,avessa 250 octacaps 30's ***,SUN PHARMACEUTICAL INDUSTRIES LTD
AVE0053,avene skin recovery cream 40ml,avene skin recovery cream 40ml,118804,1650,AVE0053,avene skin recovery cream 40ml,AVNI PHARMA
AVE0069,avessa 250 octacaps 30's ***,avessa 250mg octacaps 30s,381054,252,AVE0069,avessa 250 octacaps 30's ***,SUN PHARMACEUTICAL INDUSTRIES LTD
AZE0109,azelac ru crema gel 50ml,azelac ru cream gel 50ml,377613,2400,AZE0109,azelac ru crema gel 50ml,SESDERMA INDIA PVT LTD
AZE0118,azelac moisturizing gel 50ml,azelac moisturizing gel 50ml,377586,2100,AZE0118,azelac moisturizing gel 50ml,SESDERMA INDIA PVT LTD
B290004,b-29 syrup 100ml,b 29 syrup 100ml,121798,89,B290004,b-29 syrup 100ml,CORONA REMEDIES LTD
BAI0013,baidyanath mahabhringraj tel 100ml ***,baidyanath mahabhringraj tel 100ml,122642,125,BAI0013,baidyanath mahabhringraj tel 100ml ***,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD
BAI0017,baidyanath mahabhringraj tel 50ml,baidyanath mahabhringraj tel 50ml,122645,75,BAI0017,baidyanath mahabhringraj tel 50ml,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD
BAI0046,baidyanath mahabhringraj tel 100ml,baidyanath mahabhringraj tel 100ml,122642,160,BAI0046,baidyanath mahabhringraj tel 100ml,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD
BCF0001,bc ferrol oral drops 15ml,bc ferrol oral drops 15ml,124044,60,BCF0001,bc ferrol oral drops 15ml,BIO WARRIORS PHARMACEUTICALS PVT LTD
BEC0024,becozym syrup 100ml,becozym syrup 100ml,124404,13.68,BEC0024,becozym syrup 100ml,NICHOLAS PIRAMAL INDIA LTD
BEC0043,bectodine solution 100ml,bectodine solution 100ml,124413,39.2,BEC0043,bectodine solution 100ml,RANBAXY LABORATORIES
BEE0022,beecofix syrup 200ml,beecofix syrup 200ml,124451,70,BEE0022,beecofix syrup 200ml,KHANDELWAL LABORATORIES LTD
BEL0036,belac dry syrup 60ml,belac dry syrup 60ml,124527,31.35,BEL0036,belac dry syrup 60ml,ABBOTT INDIA LIMITED
BEM0005,beminal syrup 200 ml,beminal syrup 200ml,124690,99,BEM0005,beminal syrup 200 ml,ZYDUS CADILA HEALTHCARE LTD
BET0118,betakind gargle 100ml,betakind gargle 100ml,382490,64.9,BET0118,betakind gargle 100ml,VILIN BIOMED LTD
BEV0030,bevarest-400mg inj 16ml,bevarest 400mg injection 16ml,378625,102750,BEV0030,bevarest-400mg inj 16ml,EMCURE PHARMACEUTICALS LTD
BIF0057,bi-folate syrup 100ml,bi folate syrup 100ml,379387,260,BIF0057,bi-folate syrup 100ml,KEPLER HEALTHCARE PVT LTD
BIO0031,biolac syrup 100ml,biolac syrup 100ml,127402,92.4,BIO0031,biolac syrup 100ml,UNITED BIOTECH PVT LTD
BIO0118,biolac syrup 200ml,biolac syrup 200ml,127403,177,BIO0118,biolac syrup 200ml,UNITED BIOTECH PVT LTD
BIO1827,biorex-dx syrup 100ml,biorex dx syrup 100ml,381092,115.85,BIO1827,biorex-dx syrup 100ml,ZYDUS CADILA HEALTHCARE LTD
BON0609,bonebase-d3 nano suspension 200ml,bonebase d3 nano suspension 200ml,377639,250,BON0609,bonebase-d3 nano suspension 200ml,PHARAMANOVA SPECIALITIES PVT LTD
BOT0024,botanica 3d serum 30ml,botanica 3d serum 30ml,141363,500,BOT0024,botanica 3d serum 30ml,DABUR INDIA LTD
BRI0666,brivicip 590 syrup 150ml,brivicip 590 syrup 150ml,380553,1299,BRI0666,brivicip 590 syrup 150ml,BIO HUMAN RESOURCES
CAD0135,cadicoff syrup 60ml,cadicoff syrup 60ml,143346,32.5,CAD0135,cadicoff syrup 60ml,ZYDUS CADILA HEALTHCARE LTD
CAD0208,cadicoff syp 100 ml,cadicoff syrup 100ml,143347,126,CAD0208,cadicoff syp 100 ml,3M INDIA LTD
CAL0095,caladryl lotion 125ml,caladryl lotion 125ml,380855,73.05,CAL0095,caladryl lotion 125ml,PIRAMAL PHARMA LIMITED
CAL0757,calak lotion 1000ml,calak lotion 1000ml,143605,55,CAL0757,calak lotion 1000ml,SHALAKS PHARMACEUTICALS PVT LTD
CAL1524,caladryl lotion 125ml ***,caladryl lotion 125ml,380855,73.05,CAL1524,caladryl lotion 125ml ***,PIRAMAL HEALTHCARE LTD
CAL2254,caladryl lotion 125ml ***,caladryl lotion 125ml,380855,80.83,CAL2254,caladryl lotion 125ml ***,PIRAMAL PHARMA LIMITED
CAR0603,carex mv syrup 100ml,carex mv syrup 100ml,145715,48,CAR0603,carex mv syrup 100ml,PIRAMAL HEALTHCARE LTD
CAT0177,catalyd syrup 400ml,catalyd syrup 400ml,146249,190,CAT0177,catalyd syrup 400ml,DUCKBILL DRUGS PVT LTD
CAT0187,cetaphil pro night repair hand cream 50ml,cetaphil pro night repair hand cream 50ml,378879,700,CAT0187,cetaphil pro night repair hand cream 50ml,GALDERMA INDIA PVT LTD
CEF0531,cefi cv dry syp 30ml,cefi cv dry syrup 30ml,376911,35,CEF0531,cefi cv dry syp 30ml,NICHOLAS PIRAMAL INDIA LTD
CEL0073,cellcept 1gm suspension 5ml,cellcept 1gm suspension 5ml,378527,8000,CEL0073,cellcept 1gm suspension 5ml,ROCHE DIAGNOSTICS IND PVT LTD
CET0045,cetaphil gentle skin cleanser 125ml ***,cetaphil gentle skin cleanser 125ml,150166,179.17,CET0045,cetaphil gentle skin cleanser 125ml ***,GALDERMA INDIA PVT LTD
CET0274,cetaphil gentle skin cleanser 250ml ***,cetaphil gentle skin cleanser 250ml,381000,431,CET0274,cetaphil gentle skin cleanser 250ml ***,GALDERMA INDIA PVT LTD
CET0407,cetaphil gentle foaming cleanser 236ml,cetaphil gentle foaming cleanser 236ml,377145,880,CET0407,cetaphil gentle foaming cleanser 236ml,GALDERMA INDIA PVT LTD
CET0408,cetaphil daily exfoliating cleanser 178ml,cetaphil daily exfoliating cleanser 178ml,377147,725,CET0408,cetaphil daily exfoliating cleanser 178ml,GALDERMA INDIA PVT LTD
CET0433,cetaphil sun kids spf30 lotion 100ml,cetaphil sun kids spf30 lotion 100ml,380805,1650,CET0433,cetaphil sun kids spf30 lotion 100ml,GALDERMA INDIA PVT LTD
CET0476,cetaphil pro face moisturizing cream 50ml,cetaphil pro face moisturizing cream 50ml,378881,950,CET0476,cetaphil pro face moisturizing cream 50ml,GALDERMA INDIA PVT LTD
CET0477,cetaphil pro day protect hand cream 50ml,cetaphil pro day protect hand cream 50ml,378880,700,CET0477,cetaphil pro day protect hand cream 50ml,GALDERMA INDIA PVT LTD
CET0500,cetaphil brightness reveal creamy cleanser 100gm,cetaphil brightness reveal creamy cleanser 100gm,378063,14.9,CET0500,cetaphil brightness reveal creamy cleanser 100gm,3M INDIA LTD
CIT0484,citmed syrup 200ml,citmed syrup 200ml,379175,160,CIT0484,citmed syrup 200ml,MEDNICH PHARMACEUTICALS
CLI0194,clinch lotion 30ml,clinch lotion 30ml,154378,95,CLI0194,clinch lotion 30ml,SAN-SANKILP
CLO0929,clove oil 5gm,clove oil 5ml,380192,25,CLO0929,clove oil 5gm,PAR-PARAS
COD0083,codimay syrup 100ml,codimay syrup 100ml,383196,90,COD0083,codimay syrup 100ml,MAY & BAKER LTD
COD0121,codipress syrup 100ml,codipress syrup 100ml,379377,150,COD0121,codipress syrup 100ml,KEPLER HEALTHCARE PVT LTD
COF0040,cofheal syrup 60ml,cofheal syrup 60ml,156302,65,COF0040,cofheal syrup 60ml,HETERO DRUGS LTD
COF0081,cofstay syr 100ml ***,cofstay syrup 100ml,156367,60,COF0081,cofstay syr 100ml ***,VOTARY LABORATORIES LTD
COF0112,cofree d syp 100ml,cofree d syrup 100ml,156340,62,COF0112,cofree d syp 100ml,STADIA BIOTECH PVT LTD
COF0147,cofheal syrup 100ml,cofheal syrup 100ml,156303,69.5,COF0147,cofheal syrup 100ml,HEAL INDIA LABORATORIES PVT LTD
COR0686,corbet xt susp 200ml,corbet xt suspension 200ml,157955,118.8,COR0686,corbet xt susp 200ml,SINSAN PHARMACEUTICALS PVT LTD
COR0822,corina plus syrup 100ml,corina plus syrup 100ml,158166,90,COR0822,corina plus syrup 100ml,3M INDIA LTD
COR0823,corina  plus  syrup(100ml),corina plus syrup 100ml,158166,90,COR0823,corina  plus  syrup(100ml),3M INDIA LTD
CUP0029,cuprin mouth wash 150ml,cuprin mouth wash 150ml,378679,345,CUP0029,cuprin mouth wash 150ml,AAA PHARMA TRADE PVT LTD
CUT0193,cutegra calamine lotion 100ml,cutegra calamine lotion 100ml,377131,138,CUT0193,cutegra calamine lotion 100ml,CUTE CARE LIFE SCIENCE PVT LTD
CUT0269,cutiyt g lotion 30ml,cutiyt g lotion 30ml,377213,410,CUT0269,cutiyt g lotion 30ml,IPCA LABORATORIES PVT LTD
DAB0018,dabur honey 1 kg,dabur honey 1kg,161307,395,DAB0018,dabur honey 1 kg,DABUR INDIA LTD
DAB0089,dabur gripe water 100 ml,dabur gripe water 100ml,161291,40,DAB0089,dabur gripe water 100 ml,DABUR INDIA LTD
DAB0091,dabur janma ghunti 125 ml,dabur janma ghunti 125ml,362423,75,DAB0091,dabur janma ghunti 125 ml,DABUR INDIA LTD
DAN0060,danket shampoo 125ml,danket shampoo 125ml,161719,240,DAN0060,danket shampoo 125ml,DERMO CARE LABORATORIES
DAS0052,kerala ayurveda dasamoolam kwath 200ml,kerala ayurveda dasamoolam kwath 200ml,220797,115,DAS0052,kerala ayurveda dasamoolam kwath 200ml,KERALA AYURVEDA PHARMACY LTD
DEG0016,deghor-120mg inj,deghor 120mg injection,376933,17100,DEG0016,deghor-120mg inj,GLENMARK PHARMACEUTICAL LTD
DEN0339,denosurel 120mg inj 1.7ml,denosurel 120mg injection 1.7ml,380571,28500,DEN0339,denosurel 120mg inj 1.7ml,RELIANCE LIFE SCIENCES
DER0149,dermadew shower gel 250ml,dermadew shower gel 250ml,163987,490,DER0149,dermadew shower gel 250ml,H&H PHARMACEUTICALS LTD
DIA0236,diapepsin syrup 100ml,diapepsin syrup 100ml,165741,49.85,DIA0236,diapepsin syrup 100ml,ADONIS LABORATORIES PVT LTD
DIA0237,diapepsin syrup 450ml,diapepsin syrup 450ml,165740,135.21,DIA0237,diapepsin syrup 450ml,ADONIS LABORATORIES PVT LTD
DIG0074,digizyme syrup 200ml,digizyme syrup 200ml,166707,108,DIG0074,digizyme syrup 200ml,MUR-MUR-MAK PRODUCTS
DOR0166,dorimate 1000mg inj,dorimate 1gm injection,380560,4200,DOR0166,dorimate 1000mg inj,ZYMES BIOSCIENCE PVT LTD
ECB0005,ecbosure 100mcg/ml inj 1ml,ecbosure 100mcg/ml injection 1ml,378052,499,ECB0005,ecbosure 100mcg/ml inj 1ml,TORRENT PHARMACEUTICALS LTD
ECO0004,econorm sachet 765mg,econorm sachet 765mg,361805,43.75,ECO0004,econorm sachet 765mg,DR REDDY'S LABORATORIES
EMG0006,emgrast 300mcg inj 0.5ml ***,emgrast 300mcg injection 0.5ml,383836,1700,EMG0006,emgrast 300mcg inj 0.5ml ***,EMCURE PHARMACEUTICALS LTD
EMJ0001,emjela gel 15gm,emjela gel 15gm,185963,54.15,EMJ0001,emjela gel 15gm,AMD-AMDEUS
EMT0022,emtreo 5gm inj 100ml,emtreo 5gm injection 100ml,378606,20000,EMT0022,emtreo 5gm inj 100ml,EMCURE PHARMACEUTICALS LTD
END0548,endoview emulsion 15ml,endoview emulsion 15ml,381132,89,END0548,endoview emulsion 15ml,DELVIN FORMULATIONS PVT LTD
ENZ0084,enzox liquid 200ml,enzox liquid 200ml,187321,87.12,ENZ0084,enzox liquid 200ml,TIDAL PHARAMACEUTICAL LTD
ERB0051,erbimesh cream 30 gm,erbimesh cream 30gm,188098,163.1,ERB0051,erbimesh cream 30 gm,3M INDIA LTD
EUC0014,eucalyptus oil - 15ml,eucalyptus oil 15ml,381746,30,EUC0014,eucalyptus oil - 15ml,3M INDIA LTD
EVE0317,eversoft lotion 150ml,eversoft lotion 150ml,380660,199,EVE0317,eversoft lotion 150ml,LA MED HEALTHCARE PVT LTD
EXE0139,exelyte liquid 90ml,exelyte liquid 90ml,190799,427.11,EXE0139,exelyte liquid 90ml,3M INDIA LTD
EYE0172,eyemac 1%w/v gel eye drops 10ml,eyemac 1%w/v gel eye drops 10ml,378929,194,EYE0172,eyemac 1%w/v gel eye drops 10ml,HIS EYENESS OPHTHALMICS PVT LTD
FEN0343,fenlong-mr roll-on liniment 50ml,fenlong roll on liniment 50ml,385967,95,FEN0343,fenlong-mr roll-on liniment 50ml,SKN ORGANICS PVT LTD
FOO0086,footpro cream 75ml,footpro cream 75ml,381777,185,FOO0086,footpro cream 75ml,BLUEMARK PHARMA
FRE0115,freelac syp 200ml,freelac syrup 200ml,381326,285,FRE0115,freelac syp 200ml,AARGE DRUGS PVT LTD
GEM0287,gemset nv 1000mg inj,gemset nv 1000mg injection,379358,5292,GEM0287,gemset nv 1000mg inj,AXIOMMAX ONCOLOGY PVT LTD
GEM0288,gemset nv 200mg inj,gemset nv 200mg injection,379359,1224,GEM0288,gemset nv 200mg inj,AXIOMMAX ONCOLOGY PVT LTD
GER0007,himalaya geriforte syrup 200 ml,himalaya geriforte syrup 200ml,376927,90,GER0007,himalaya geriforte syrup 200 ml,THE HIMALAYA DRUG COMPANY-(PHARMA)
GLU0610,glu-cell intra oral spray 100ml,glu cell intra oral spray 100ml,378655,2099,GLU0610,glu-cell intra oral spray 100ml,SENECHIO PHARMA PVT LTD
GLU0828,glucell-peel serum 30ml,glucell-peel serum 30ml,380222,2499,GLU0828,glucell-peel serum 30ml,SENECHIO PHARMA PVT LTD
GLU0899,glucon d powder 100gm,glucon d powder 100gm,203514,31,GLU0899,glucon d powder 100gm,3M INDIA LTD
HAL0329,haldex drops 100ml,haldex drops 100ml,380239,2499,HAL0329,haldex drops 100ml,ZYCUS LIFE HEALTHCARE PVT LTD
HEA0059,healvit -m- syrup 200ml,healvit m syrup 200ml,208954,97.9,HEA0059,healvit -m- syrup 200ml,LEVIN LIFESCIENCES PVT LTD
HEA0608,health ok gummies 30's,health ok gummies 30s,380110,500,HEA0608,health ok gummies 30's,MAN-MANKIND PHARMA PVT LTD.
HEM0002,hemfer- a syp - 200ml,hemfer a syrup 200ml,209337,80,HEM0002,hemfer- a syp - 200ml,ALKEM LABORATORIES LTD
HEP0434,hepjaun syp 300ml,hepjaun syrup 300ml,209691,150,HEP0434,hepjaun syp 300ml,3M INDIA LTD
HHF0006,hhfexo-m kid suspension 60ml,hhfexo m kid suspension 60ml,380809,110,HHF0006,hhfexo-m kid suspension 60ml,HEGDE & HEGDE PHARMACEUTICALS PVT LTD
HIC0025,hicet syrup 30ml,hicet syrup 30ml,210523,34.02,HIC0025,hicet syrup 30ml,MICRO LABS LTD
HID0017,hidrate lotion 200ml,hidrate lotion 200ml,210610,249,HID0017,hidrate lotion 200ml,LABS (INDIA)PLVT LTD
HID0019,hidraderm hyal facial cream - 50ml,hidraderm hyal facial cream 50ml,377631,2600,HID0019,hidraderm hyal facial cream - 50ml,SESDERMA INDIA PVT LTD
HID0026,hidraderm hyal liposomal serum 30ml,hidraderm hyal liposomal serum 30ml,378293,2600,HID0026,hidraderm hyal liposomal serum 30ml,SESDERMA INDIA PVT LTD
HIG0020,higado-l syp 100ml,higado l syrup 100ml,210695,165,HIG0020,higado-l syp 100ml,SALUD CARE INDIA PVT LTD
HIM0005,himalaya anti dandruff hair cream 100ml,himalaya anti dandruff hair cream 100ml,362458,80,HIM0005,himalaya anti dandruff hair cream 100ml,THE HIMALAYA DRUG COMPANY
HIM0029,himalaya baby lotion 100 ml,himalaya baby lotion 100ml,362412,85,HIM0029,himalaya baby lotion 100 ml,THE HIMALAYA DRUG COMPANY-(BABY)
HIM0037,himalaya anti dandruff hair oil 100 ml,himalaya anti dandruff hair oil 100ml,210797,100,HIM0037,himalaya anti dandruff hair oil 100 ml,THE HIMALAYA DRUG COMPANY
HIM0095,himalaya oil clear lemon face wash 50 ml,himalaya oil clear lemon face wash 50ml,380645,85,HIM0095,himalaya oil clear lemon face wash 50 ml,THE HIMALAYA DRUG COMPANY
HIM0124,himalaya gentle baby wipes 72's,himalaya gentle baby wipes 72s,382353,184,HIM0124,himalaya gentle baby wipes 72's,THE HIMALAYA DRUG COMPANY-(BABY)
HIM0173,himalaya nourishing baby oil 100ml,himalaya nourishing baby oil 100ml,210994,85,HIM0173,himalaya nourishing baby oil 100ml,THE HIMALAYA DRUG COMPANY-(BABY)
HIM0251,himalaya oil clear lemon face wash 50 ml,himalaya oil clear lemon face wash 50ml,380645,63,HIM0251,himalaya oil clear lemon face wash 50 ml,THE HIMALAYA DRUG COMPANY
HIM0340,himalaya nourishing baby oil 200ml,himalaya nourishing baby oil 200ml,210995,140,HIM0340,himalaya nourishing baby oil 200ml,THE HIMALAYA DRUG COMPANY-(BABY)
HIM0482,himalaya baby massage oil 300 ml,himalaya baby massage oil 300ml,210824,215,HIM0482,himalaya baby massage oil 300 ml,THE HIMALAYA DRUG COMPANY
HIM0533,himalaya natural glow fairness cream 25gm,himalaya natural glow fairness cream 25gm,380596,40,HIM0533,himalaya natural glow fairness cream 25gm,THE HIMALAYA DRUG COMPANY
HIM0642,himalaya purifying neem facial wipes 25's,himalaya purifying neem facial wipes 25s,380646,100,HIM0642,himalaya purifying neem facial wipes 25's,THE HIMALAYA DRUG COMPANY
HIM0648,himalaya winter defense moisturizing cream 50ml,himalaya winter defense moisturizing cream 50ml,381241,75,HIM0648,himalaya winter defense moisturizing cream 50ml,THE HIMALAYA DRUG COMPANY
HIM0684,himalaya baby hair oil 100ml,himalaya baby hair oil 100ml,210818,125,HIM0684,himalaya baby hair oil 100ml,THE HIMALAYA DRUG COMPANY-(BABY)
HIM0758,himalaya prickly heat baby powder 100gm,himalaya prickly heat baby powder 100gm,211025,90,HIM0758,himalaya prickly heat baby powder 100gm,3M INDIA LTD
HIM0985,himalaya natural glow  kesar face wash 100 ml,himalaya natural glow kesar face wash 100ml,382352,140,HIM0985,himalaya natural glow  kesar face wash 100 ml,3M INDIA LTD
HIM0987,himalaya complete care tooth paste 100gm,himalaya complete care toothpaste 100gm,210851,55,HIM0987,himalaya complete care tooth paste 100gm,3M INDIA LTD
HIS0056,histolin dx  syp 60ml,histolin dx syrup 60ml,211403,49.9,HIS0056,histolin dx  syp 60ml,LINUX LABORATORIES PVT LTD
HIS0189,hisone-100mg inj,hisone 100mg injection,379499,39.98,HIS0189,hisone-100mg inj,SAMARTH LIFESCIENCES PVT LTD
HYM0012,hymos cleansing lotion 100ml,hymos cleansing lotion 100ml,212291,160,HYM0012,hymos cleansing lotion 100ml,ALKEM LABORATORIES LTD
IMU0045,imunocin syp 200ml,imunocin syrup 200ml,214025,159,IMU0045,imunocin syp 200ml,GUFIC PRIVATE LTD.
JAK0008,jakavi 20mg tab14s,jakavi 20mg tablet 14s,217333,3750,JAK0008,jakavi 20mg tab14s,NOVARTIS INDIA LTD
JIN0005,jink syrup 60ml,jink syrup 60ml,217794,39.9,JIN0005,jink syrup 60ml,LINUX LABORATORIES PVT LTD
JOH0199,johnsons baby hair oil -60ml,johnsons baby hair oil 60ml,218485,65,JOH0199,johnsons baby hair oil -60ml,3M INDIA LTD
JRU0002,jrumax oil 50ml,jrumax oil 50ml,218879,70,JRU0002,jrumax oil 50ml,JUPITER BIOLABS PVT LTD
KAL0058,kalzin sachet 1g,kalzin sachet 1gm,219574,23.5,KAL0058,kalzin sachet 1g,UNIMARCK HEALTHCARE LTD
KAN0101,kanorad lotion 100ml,kanorad lotion 100ml,379885,2500,KAN0101,kanorad lotion 100ml,U & V CANCURE PVT LTD
KEN0088,kenozole shampoo 60ml,kenozole shampoo 60ml,220652,225,KEN0088,kenozole shampoo 60ml,BRINTON PHARMACEUTICAL PVT LTD
KET0290,ketovera-ad shampoo 100ml,ketovera ad shampoo 100ml,377130,250,KET0290,ketovera-ad shampoo 100ml,CUTE CARE LIFE SCIENCE PVT LTD
KHA0080,khadi herbal face wash 210ml (khadi),khadi herbal face wash 210ml,364952,185,KHA0080,khadi herbal face wash 210ml (khadi),KHA-KHADI
KLI0073,klinique plus shampoo 100ml,klinique plus shampoo 100ml,222393,265,KLI0073,klinique plus shampoo 100ml,NANSHE REMEDIES
KOF0023,himalaya koflet lozenges 10's,himalaya koflet lozenges 10s,380025,20,KOF0023,himalaya koflet lozenges 10's,THE HIMALAYA DRUG COMPANY-(WELLNESS)
KOJ0015,kojiglo gel (30gm),kojiglo gel 30gm,222735,229,KOJ0015,kojiglo gel (30gm),ALKEM LABORATORIES LTD
LAC0143,lactusafe syp 200ml,lactusafe syrup 200ml,224257,210,LAC0143,lactusafe syp 200ml,S R PHARMACEUTICALS LTD
LAC0181,lactusoft syrup 200ml,lactusoft syrup 200ml,224259,240,LAC0181,lactusoft syrup 200ml,PALSONS DRUGS & CHEMICAL INDUSTRIES
LAC0194,lactusoft syrup 100ml,lactusoft syrup 100ml,224260,100,LAC0194,lactusoft syrup 100ml,PALSONS DRUGS & CHEMICAL INDUSTRIES
LAC0216,lacto calamine classic lotion 120 ml,lacto calamine classic lotion 120ml,224092,160,LAC0216,lacto calamine classic lotion 120 ml,PIRAMAL HEALTHCARE LTD
LAC0217,lacto calamine classic lotion 30 ml,lacto calamine classic lotion 30ml,224090,69,LAC0217,lacto calamine classic lotion 30 ml,PIRAMAL HEALTHCARE LTD
LAV0030,lavotears eye drops 10ml,lavotears eye drop 10ml,225074,130,LAV0030,lavotears eye drops 10ml,CALYX CHEMICALS & PHARMACEUTICALS
LEV0772,levocet-m syrup 30ml,levocet m syrup 30ml,226942,38,LEV0772,levocet-m syrup 30ml,HETERO DRUGS LTD
LEV0949,levotiz-m kid syp 60ml,levotiz m kid syrup 60ml,382797,88,LEV0949,levotiz-m kid syp 60ml,FOREGEN HEALTHCARE LTD
LIC0012,licolate inj 1ml,licolate injection 1ml,379493,12.48,LIC0012,licolate inj 1ml,SAMARTH LIFESCIENCES PVT LTD
LIS0004,listerine original mouth wash 80ml,listerine original mouth wash 80ml,228816,50,LIS0004,listerine original mouth wash 80ml,JOHNSON & JOHNSON PVT LTD
LON0149,longitone syrup 200ml,longitone syrup 200ml,378782,189,LON0149,longitone syrup 200ml,KATHKIN LIFESCIENCES
LOO0028,looz solution 180ml,looz solution 180ml,230066,205.8,LOO0028,looz solution 180ml,INTAS PHARMACEUTICALS LTD
LOT0641,lotered eye drop 5ml,lotered eye drop 5ml,230858,98,LOT0641,lotered eye drop 5ml,YASH PHARMA LAB PVT LTD
LUB0016,lubryl eye drops 10ml,lubryl eye drop 10ml,231631,55,LUB0016,lubryl eye drops 10ml,AIMIL PHARMA INDIA PVT LTD
LUB0020,lubrisol eye drops 10ml,lubrisol eye drop 10ml,231626,50,LUB0020,lubrisol eye drops 10ml,BELL PHARMA PVT LTD
LUB0036,lubrifresh gel eye drops 10ml,lubrifresh gel eye drop 10ml,231611,110,LUB0036,lubrifresh gel eye drops 10ml,SAPIENT PHARMACEUTICALS LTD
LUL0297,lulilok s cream 15gm,lulilok-s cream 15gm,380037,80,LUL0297,lulilok s cream 15gm,OAKNET HEALTHCARE PVT LTD
LUP0355,lupizyme sf syrup 200ml,lupizyme sf syrup sugar free 200ml,371430,125,LUP0355,lupizyme sf syrup 200ml,LUPIN LABORATORIES LTD
MAN0468,manforce epic hot dots condoms 3's,manforce epic hot dots condoms 3s,377414,70,MAN0468,manforce epic hot dots condoms 3's,MANKIND PHARMA
MAX0594,maxim l eye drops 5ml,maxim l eye drops 5ml,378933,198,MAX0594,maxim l eye drops 5ml,HIS EYENESS OPHTHALMICS PVT LTD
MAX0606,maxim d eye drops 5ml,maxim d eye drops 5ml,378932,194,MAX0606,maxim d eye drops 5ml,HIS EYENESS OPHTHALMICS PVT LTD
MED0167,mediplex syrup 200ml,mediplex syrup 200ml,236807,34,MED0167,mediplex syrup 200ml,ADONIS LABORATORIES PVT LTD
MED1168,medisalic face wash 100ml,medisalic face wash 100ml,380231,152,MED1168,medisalic face wash 100ml,TORQUE PHARMACEUTICALS PVT LTD
MEL0242,melbild lotion 10ml,melbild lotion 10ml,381329,1200,MEL0242,melbild lotion 10ml,ALKEM LABORATORIES LTD
MEN0248,menveo inj 0.5ml,menveo injection 0.5ml,380019,3599,MEN0248,menveo inj 0.5ml,GLAXO SMITHKLINE PHARMACEUTICALS LTD
