item_code,brand,Master Catalogue name,medicine_type,exp_sku_brand,mod_brand,count_tab,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,pack,manufacturer,catg,subcatg,mrp
BOL0029,bolbaddha rasa tab 60's (ashtang),,tablet,bolbaddha rasa,bolbaddha rasa 60s ashtang,1,bolbaddha,bolbaddha,bolbaddha,1,ASHTANG HEALTHCARE PVT.LTD,,,98.0
BOL0030,bolabaddha rasa tab 25's (shree dhoothpapeshwar),,tablet,bolabaddha rasa,bolabaddha rasa 25s shree dhoothpapeshwar,1,bolabaddha,bolabaddha,bolabaddha,1,SHR-SHREE DHOOTAPAPESHWAR LTD,,,75.0
BON0413,bonesafe plus tab 10's (marc),,tablet,bonesafe plus,bonesafe plus 10s marc,1,bonesafe,bonesafe,bonesafe,10,MARC LABORATORIES LTD.,,,24.0
BON0464,boneciss-d tab 10's (elion),,tablet,boneciss d,boneciss d 10s elion,1,boneciss,boneciss,boneciss,10,ELION HEALTH CARE PVT LTD,,,24.9
BON0491,boniheal tab 20's (aimil),,tablet,boniheal,boniheal 20s aimil,1,boniheal,boniheal,boniheal,1,AIMIL PHARMA INDIA PVT LTD,,,160.0
BON0500,boncycal fizz s/f orange flav effervescent tab 15's,,tablet,boncycal fizz s/f orange flav effervescent,boncycal fizz s/f orange flav effervescent 15s,1,boncycal fizz s/f orange flav,boncycal fizz s/f orange,boncycal fizz s/f,1,BRUSSELS LABORATORIES PVT LTD,,,121.0
BON0582,bonydil green apple flav chew tab 30's,,tablet,bonydil green apple flav chew,bonydil green apple flav chew 30s,1,bonydil green apple flav,bonydil green apple,bonydil green,1,AR-EX LABORATORIES PVT LTD,,,450.0
BON0618,boniheal tablet,,tablet,boniheal,boniheal,1,boniheal,boniheal,boniheal,15,3M INDIA LTD,,,176.0
BOO0077,booncal d3 60k s/f coffee flav chew tab 4's,,tablet,booncal d3 60k s/f coffee flav chew,booncal d3 60k s/f coffee flav chew 4s,1,booncal d3 60k s/f coffee flav,booncal d3 60k s/f coffee,booncal d3 60k s/f,4,SAIBOON LIFECARE PVT LTD,,,32.49
BOR0153,borivag vaginal tab 7's (west coast),,tablet,borivag vaginal,borivag vaginal 7s west coast,1,borivag,borivag,borivag,1,WEST COAST PHARMACEUTICALS PVT LTD,,,70.0
BRA0019,brahmatej tab 10's,,tablet,brahmatej,brahmatej 10s,1,brahmatej,brahmatej,brahmatej,10,BIRLA LIFE SCIENCES,,,6.75
BRA0042,brahmi bati tab,,tablet,brahmi bati,brahmi bati,1,brahmi,brahmi,brahmi,1,ADONIS LABORATORIES PVT LTD,,,92.0
BRA0050,bramhi grut tab,,tablet,bramhi grut,bramhi grut,1,bramhi,bramhi,bramhi,1,OMKAR AYURVEDIC MANDIR,,,1.66
BRA0117,brainomed tab 50's,,tablet,brainomed,brainomed 50s,1,brainomed,brainomed,brainomed,1,SUR-SURYA PHARMA,,,160.0
BRA0125,brahmi vati virgo tab,,tablet,brahmi vati virgo,brahmi vati virgo,1,brahmi vati,brahmi,brahmi,1,VIRGO HEALTH CARE PVT LTD,,,270.0
BRE0047,brento tab,,tablet,brento,brento,1,brento,brento,brento,15,ZANDU PHARMACEUTICAL WORKS,,,1.67
BRE0113,brento forte tab,,tablet,brento forte,brento forte,1,brento,brento,brento,1,ZANDU PHARMACEUTICAL WORKS,,,160.0
BRE0241,breakheal 750 tab 10's (healthon),,tablet,breakheal,breakheal 750 10s healthon,1,breakheal,breakheal,breakheal,10,HEALTHON PHARMACEUTICALS PVT LTD,,,19.9
BRE0242,breathe eazy tab <60s>,,tablet,breathe eazy,breathe eazy <60s>,1,breathe,breathe,breathe,1,3M INDIA LTD,,,55.0
BRI0365,brihat vata chint ras 30s tab,,tablet,brihat vata chint ras 30s,brihat vata chint ras 30s,1,brihat vata chint ras,brihat vata chint,brihat vata,1,VIRGO HEALTH CARE PVT LTD,,,55.66
BRI0581,brivatab 25mg tab 10's,,tablet,briva,briva 25s 10s,2,briva,briva,briva,10,HETERO DRUGS LTD,,,8.0
BRI0582,brivatab 50mg tab 10's,,tablet,briva,briva 50s 10s,2,briva,briva,briva,10,HETERO DRUGS LTD,,,15.0
BRI0583,brivatab 100mg tab 10's,,tablet,briva,briva 100s 10s,2,briva,briva,briva,10,HETERO DRUGS LTD,,,32.0
BRI0656,brivatab 75mg tab 10's,,tablet,briva,briva 75s 10s,2,briva,briva,briva,10,HETERO HEALTHCARE LTD,,,23.0
BRO0055,bronkofizz instafizz tab 10's,,tablet,bronkofizz instafizz,bronkofizz instafizz 10s,1,bronkofizz,bronkofizz,bronkofizz,10,BIRLA LIFE SCIENCES,,,7.5
BRU0165,bruhatvata chintamani rasa prm tab 10's (dhootapapeshwar),,tablet,bruhatvata chintamani rasa prm,bruhatvata chintamani rasa prm 10s dhootapapeshwar,1,bruhatvata chintamani rasa,bruhatvata chintamani,bruhatvata,1,SHR-SHREE DHOOTAPAPESHWAR LTD,,,1490.0
BSH0001,b shine-d3 60k chew tab 1's,,tablet,b shine d3 60k chew,b shine d3 60k chew 1s,1,b shine d3 60k,b shine d3,b shine,1,BOYAKA HEALTHCARE PVT LTD,,,27.0
BTO0006,btoneca-cz orange flav chew tab 30's,,tablet,btoneca cz orange flav chew,btoneca cz orange flav chew 30s,1,btoneca cz orange flav,btoneca cz orange,btoneca cz,1,MAKEOWN PHARMA PVT LTD,,,180.0
BUC0006,bucofert  tab,,tablet,bucofert,bucofert,1,bucofert,bucofert,bucofert,6,NAT-NATURAL REMEDIES,,,8.33
BUT0027,butabrom tab 10's ***,,tablet,bu,bu tabletroms 10s,2,bu,bu,bu,10,REKVINA PHARMACEUTICALS,,,1.98
BVI0006,bvigor 1500mcg cherry flav sublingual tab 10's,,tablet,bvigor 1500mcg cherry flav sublingual,bvigor 1500 cherry flav sublingual 10s,1,bvigor 1500mcg cherry flav,bvigor 1500mcg cherry,bvigor 1500mcg,10,HIMEROS PHARMACEUTICALS PVT LTD,,,9.2
BYN0005,byna 500mg tab 10's (akshay),,tablet,byna,byna 500 10s akshay,1,byna,byna,byna,10,AKS-AKSHAY AGENCIES,,,3.2
CAC0032,caciost tab 30's (ayukalp),,tablet,caciost,caciost 30s ayukalp,1,caciost,caciost,caciost,1,AYUKALP UAP PHARMA PVT LTD,,,105.0
CAL0177,calcurex tab 10's,,tablet,calcurex,calcurex 10s,1,calcurex,calcurex,calcurex,10,GLOBAL NUTRITION,,,4.0
CAL0221,calmind tab 10's,,tablet,calmind,calmind 10s,1,calmind,calmind,calmind,10,BIRLA LIFE SCIENCES,,,9.9
CAL0250,calcium sandoz 100 s orange tab,,tablet,calcium sandoz 100 s orange,calcium sandoz 100 s orange,1,calcium sandoz 100 s,calcium sandoz 100,calcium sandoz,1,NOVARTIS INDIA LTD,,,1.54
CAL0486,calcipral- k 30' s tab,,tablet,calcipral k 30 s,calcipral k 30 s,1,calcipral k 30,calcipral k,calcipral,1,AYU-AYURVEDA RASAAHALA,,,2.0
CAL0811,calcipure xt tab 10's,,tablet,calcipure,calcipure 10s,1,calcipure,calcipure,calcipure,10,3M INDIA LTD,,,17.9
CAL0882,calcipure k2 tab 10's,,tablet,calcipure k2,calcipure k2 10s,1,calcipure,calcipure,calcipure,10,BIOSANS HEALTH CARE PVT LTD,,,14.9
CAL1151,calotec tab 10's,,tablet,calotec,calotec 10s,1,calotec,calotec,calotec,10,LUPIN LABORATORIES LTD,,,9.7
CAL1500,calciphy tab 10's,,tablet,calciphy,calciphy 10s,1,calciphy,calciphy,calciphy,10,ZEPHAR PHARMA,,,5.0
CAL1729,cal 60k chew orange flav tab 4's,,tablet,cal 60k chew orange flav,cal 60k chew orange flav 4s,1,cal 60k chew orange,cal 60k chew,cal 60k,4,NAPREDAK HEALTHCARE,,,24.0
CAL1780,caledoc 60kiu orange flav chew tab 4's,,tablet,caledoc 60kiu orange flav chew,caledoc 60kiu orange flav chew 4s,1,caledoc 60kiu orange flav,caledoc 60kiu orange,caledoc 60kiu,4,EDOC LIFE SCIENCES PVT LTD,,,23.5
CAL2104,cal-cm american icecream flav chew tab 30's,,tablet,cal cm american icecream flav chew,cal cm american icecream flav chew 30s,1,cal cm american icecream flav,cal cm american icecream,cal cm american,1,ALPHA & OMEGA THERAPEUTICS PVT LTD,,,179.99
CAL2157,calbovic-d 60k orange flav md tab 4's,,tablet,calbovic d 60k orange flav,calbovic d 60k orange flav 4s,1,calbovic d 60k orange,calbovic d 60k,calbovic d,4,INTRA LIFE,,,23.75
CAL2159,calcinet-d3 60k orange flav chew tab 4's,,tablet,calcinet d3 60k orange flav chew,calcinet d3 60k orange flav chew 4s,1,calcinet d3 60k orange flav,calcinet d3 60k orange,calcinet d3 60k,4,NETWORK PHARMA,,,25.37
CAL2224,caledoc-cz s/f orange flav chew tab 10's,,tablet,caledoc cz s/f orange flav chew,caledoc cz s/f orange flav chew 10s,1,caledoc cz s/f orange flav,caledoc cz s/f orange,caledoc cz s/f,10,EDOC LIFE SCIENCES PVT LTD,,,12.5
CAL2337,calrig 60k orange flav s/f chew tab 4's,,tablet,calrig 60k orange flav s/f chew,calrig 60k orange flav s/f chew 4s,1,calrig 60k orange flav s/f,calrig 60k orange flav,calrig 60k orange,4,MOVA PHARMACEUTICALS PVT LTD,,,27.0
CAN0098,canthalex tab,,tablet,canthalex,canthalex,1,canthalex,canthalex,canthalex,10,ADONIS LABORATORIES PVT LTD,,,8.0
CAN0408,canephron tab,,tablet,canephron,canephron,1,canephron,canephron,canephron,10,ADONIS LABORATORIES PVT LTD,,,10.0
CAP0088,capdox  tab 10's,,tablet,capdox,capdox 10s,1,capdox,capdox,capdox,10,SYNERGY MEDICARE (INDIA) PVT LTD,,,25.0
CAP0132,capello tab 30's,,tablet,capello,capello 30s,1,capello,capello,capello,1,AYU-AYURVEDIC,,,5.0
CAR0412,carmin tab,,tablet,carmin,carmin,1,carmin,carmin,carmin,1,SHA-SHARANGDHAR PHARMACUTICAL,,,95.0
CAR0843,cardostab tab 10's,,tablet,cardos,cardos tablets 10s,2,cardos,cardos,cardos,10,NAG-NAGARJUNA,,,2.2
CAR0960,cariren tab,,tablet,cariren,cariren,1,cariren,cariren,cariren,10,LA RENON HEALTHCARE PVT LTD,,,32.0
CAR1022,cargot-fast tab 10's,,tablet,cargot fast,cargot fast 10s,1,cargot,cargot,cargot,10,24 CARAT LIFESCIENCES,,,18.4
CAR1219,carniston 200mg tab 10's,,tablet,carniston,carniston 200 10s,1,carniston,carniston,carniston,10,GLANDSTONE PHARMA INDIA PVT LTD,,,48.0
CAR1265,cardiocalm tab 10's (sitaram),,tablet,cardiocalm,cardiocalm 10s sitaram,1,cardiocalm,cardiocalm,cardiocalm,10,SIT-SITARAM AYURVEDA PHARMACY,,,2.9
CAR1389,carbamide forte ferronoz chelated iron+vita c+ veg tab 100's,,tablet,carbamide forte ferronoz chelated iron+vita c+ veg,carbamide forte ferronoz chelated iron+vita c+ veg 100s,1,carbamide forte ferronoz chelated iron+vita c+,carbamide forte ferronoz chelated iron+vita,carbamide forte ferronoz chelated,1,NOVUS LIFE SCIENCES PVT LTD,,,675.0
CAR1393,carbamide forte novusules women+ mv with probi veg tab 100's,,tablet,carbamide forte novusules women+ mv with probi veg,carbamide forte novusules women+ mv with probi veg 100s,1,carbamide forte novusules women+ mv with probi,carbamide forte novusules women+ mv with,carbamide forte novusules women+ mv,1,NOVUS LIFE SCIENCES PVT LTD,,,695.0
CAR1396,carbamide forte newcee vitamin c 1000mg + zinc veg tab 60's,,tablet,carbamide forte newcee vitamin c,carbamide forte newcee vitamin c 1000 plus zinc veg 60s,1,carbamide forte newcee vitamin,carbamide forte newcee,carbamide forte,1,NOVUS LIFE SCIENCES PVT LTD,,,675.0
CAR1397,"carbamide forte biotinova+ biotin 10,000mcg veg tab 60's",,tablet,carbamide forte biotinova+ biotin 10 000mcg veg,carbamide forte biotinova+ biotin 10 000 veg 60s,1,carbamide forte biotinova+ biotin 10 000mcg,carbamide forte biotinova+ biotin 10,carbamide forte biotinova+ biotin,1,NOVUS LIFE SCIENCES PVT LTD,,,500.0
CAR1400,carbamide forte novosules multivitamin veg tab 180's,,tablet,carbamide forte novosules multivitamin veg,carbamide forte novosules multivitamin veg 180s,1,carbamide forte novosules multivitamin,carbamide forte novosules,carbamide forte,1,NOVUS LIFE SCIENCES PVT LTD,,,750.0
CAR1425,cariford tab 15's (leeford),,tablet,cariford,cariford 15s leeford,1,cariford,cariford,cariford,15,LEEFORD HEALTH CARE LTD,,,23.33
CAR1434,carico-plus tab 15's (aarotax),,tablet,carico plus,carico plus 15s aarotax,1,carico,carico,carico,15,AAROTAX PHARMACEUTICALS PVT LTD,,,23.33
CAR1505,carimax tab 10's (nutriveda),,tablet,carimax,carimax 10s nutriveda,1,carimax,carimax,carimax,10,NUTRAVEDA PHARMA,,,40.0
CAR1528,care 12-d3 mango flav md tab 10's,,tablet,care 12 d3 mango flav,care 12 d3 mango flav 10s,1,care 12 d3 mango,care 12 d3,care 12,10,CARE ON PHARMACEUTICALS,,,9.68
CAS0160,c-ascor-d3 orange flav chew tab 15's,,tablet,c ascor d3 orange flav chew,c ascor d3 orange flav chew 15s,1,c ascor d3 orange flav,c ascor d3 orange,c ascor d3,15,GURGRACE PHARMACEUTICALS,,,8.33
CAT0023,catt 20mg tab 10's,,tablet,catt,catt 20 10s,1,catt,catt,catt,10,ABBOTT INDIA LIMITED,,,13.95
CAT0024,catt 10mg tab 10's,,tablet,catt,catt 10 10s,1,catt,catt,catt,10,ABBOTT INDIA LIMITED,,,8.02
CAT0046,catt 40mg tab 10's,,tablet,catt,catt 40 10s,1,catt,catt,catt,10,CADEX LABORATORIES PVT LTD,,,31.2
CAZ0026,caz-d orange flav chew tab 30's,,tablet,caz d orange flav chew,caz d orange flav chew 30s,1,caz d orange flav,caz d orange,caz d,1,REGULUS PHARMACEUTICALS,,,310.0
CCC0004,cccal-plus strawberry flav chew tab 10's,,tablet,cccal plus strawberry flav chew,cccal plus strawberry flav chew 10s,1,cccal plus strawberry flav,cccal plus strawberry,cccal plus,10,SHARNAM BIOTECH,,,13.0
CEL0286,celmed tab 10's,,tablet,celmed,celmed 10s,1,celmed,celmed,celmed,10,ROMAN HEALTHCARE PVT LTD,,,18.0
CEL0339,celin forte orange flav chew tab 10's,,tablet,celin forte orange flav chew,celin forte orange flav chew 10s,1,celin forte orange flav,celin forte orange,celin forte,10,KOYE PHARMACEUTICALS,,,6.3
CER0475,ceropile tab 30's (herbal),,tablet,ceropile,ceropile 30s herbal,1,ceropile,ceropile,ceropile,1,HER-HERBALRESEARCHINSTITUTE,,,170.0
CEV0013,cevize-d3 orange flav chew tab 30's,,tablet,cevize d3 orange flav chew,cevize d3 orange flav chew 30s,1,cevize d3 orange flav,cevize d3 orange,cevize d3,1,CHEMO HEALTHCARE PVT LTD,,,240.0
CEV0014,cevit-500 orange flav chew tab 10's,,tablet,cevit 500 orange flav chew,cevit 500 orange flav chew 10s,1,cevit 500 orange flav,cevit 500 orange,cevit 500,10,KAI-KAISER PHARMA,,,3.9
CFI0007,cfizz-can lemon flav effervesent tab 14's,,tablet,cfizz can lemon flav effervesent,cfizz can lemon flav effervesent 14s,1,cfizz can lemon flav,cfizz can lemon,cfizz can,1,NOVELTY HEALTHSHINE PVT LTD,,,418.0
CGE0004,c-gest s/f orange flav effervescent tab 30's,,tablet,c gest s/f orange flav effervescent,c gest s/f orange flav effervescent 30s,1,c gest s/f orange flav,c gest s/f orange,c gest s/f,1,MEDIWON RESEARCH AND HEALTHCARE CORPORATION,,,400.0
CHA0091,chandramrita ras 40's tab,,tablet,chandramrita ras 40s,chandramrita ras 40s,1,chandramrita ras,chandramrita,chandramrita,1,AYU-AYURVEDIC,,,58.0
CHA0140,chandraprabha vati tab 60's,,tablet,chandraprabha vati,chandraprabha vati 60s,1,chandraprabha,chandraprabha,chandraprabha,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,88.0
CHA0142,chandraprabha bati tab 60's,,tablet,chandraprabha bati,chandraprabha bati 60s,1,chandraprabha,chandraprabha,chandraprabha,1,AYU-AYURVEDA RASAAHALA,,,4.5
CHA0146,chapala gutika tab,,tablet,chapala gutika,chapala gutika,1,chapala,chapala,chapala,1,AYU-AYURVEDIC,,,0.16
CHA0176,chandraprabha vati tab 100's (shri dharmasthala),,tablet,chandraprabha vati,chandraprabha vati 100s shri dharmasthala,1,chandraprabha,chandraprabha,chandraprabha,1,SHR-SHRI DHARMASTHALA MANJUNAT,,,165.0
CHA0184,chandraprabhavati tab 30's (ayurveda),,tablet,chandraprabhavati,chandraprabhavati 30s ayurveda,1,chandraprabhavati,chandraprabhavati,chandraprabhavati,1,AYU-AYURVEDA RASAAHALA,,,81.0
CHI0037,chitrakadi bati tab(baidynath),,tablet,chitrakadi bati,chitrakadi bati baidynath,1,chitrakadi,chitrakadi,chitrakadi,1,SHREE BAIDYANATH AYURVED BHAWAN PVT. LTD,,,1.0
CHI0276,chirivilwadi kashayam (avn) tab 10's,,tablet,chirivilwadi kashayam avn,chirivilwadi kashayam avn 10s,1,chirivilwadi kashayam,chirivilwadi,chirivilwadi,10,AVN-AVN,,,47.0
CHI0324,chic nutrix glow glutathione & vit c tab 20's,,tablet,chic nutrix glow glutathione & vit c,chic nutrix glow glutathione & vit c 20s,1,chic nutrix glow glutathione & vit,chic nutrix glow glutathione &,chic nutrix glow glutathione,1,LUXIFER BEAUTY NUTRITION PVT LTD,,,1800.0
CHI0325,chic nutrix biotin lime & lemon flav tab 2*15,,tablet,chic nutrix biotin lime & lemon flav,chic nutrix biotin lime & lemon flav 2 15,1,chic nutrix biotin lime & lemon,chic nutrix biotin lime &,chic nutrix biotin lime,1,LUXIFER BEAUTY NUTRITION PVT LTD,,,495.0
CHL0064,chlorocal os tab 10's,,tablet,chlorocal os,chlorocal os 10s,1,chlorocal,chlorocal,chlorocal,10,JAWA PHARAMCEUTICALS PVT LTD,,,8.0
CHL0065,chlorocal tab 10's,,tablet,chlorocal,chlorocal 10s,1,chlorocal,chlorocal,chlorocal,10,JAWA PHARAMCEUTICALS PVT LTD,,,4.0
CHL0162,chlorocal tab 15's,,tablet,chlorocal,chlorocal 15s,1,chlorocal,chlorocal,chlorocal,15,CHLOROPHYLL PHARMACEUTICALS,,,5.33
CHR0113,chropaxe tab 30's (charak),,tablet,chropaxe,chropaxe 30s charak,1,chropaxe,chropaxe,chropaxe,1,CHARAK PHARMACEUTICALS IND,,,156.96
CIM0032,cimply chew s/f strawberry flav tab 30's,,tablet,cimply chew s/f strawberry flav,cimply chew s/f strawberry flav 30s,1,cimply chew s/f strawberry,cimply chew s/f,cimply chew,1,ADITYA BIOLOGICAL PVT LTD,,,238.0
CIS0040,cissquad tab,,tablet,cissquad,cissquad,1,cissquad,cissquad,cissquad,15,AYU-AYURVEDIC,,,15.0
CIS0062,cisep tab,,tablet,cisep,cisep,1,cisep,cisep,cisep,10,BENEDICT LIFESCIENCES,,,15.9
CIT0402,citvit plus s/f orange flav tab 30's,,tablet,citvit plus s/f orange flav,citvit plus s/f orange flav 30s,1,citvit plus s/f orange,citvit plus s/f,citvit plus,1,HELIOS PHARMACEUTICALS,,,180.0
CIT0417,citvit s/f orange flav chew tab 15's,,tablet,citvit s/f orange flav chew,citvit s/f orange flav chew 15s,1,citvit s/f orange flav,citvit s/f orange,citvit s/f,15,HELIOS PHARMACEUTICALS,,,6.33
CLA0312,clavizac 1000mg tab 10's,,tablet,clavizac,clavizac 1000 10s,1,clavizac,clavizac,clavizac,10,VAAHO REMEDIES LTD,,,32.0
CLA0655,clasical plus chocolate flav chew tab 10's,,tablet,clasical plus chocolate flav chew,clasical plus chocolate flav chew 10s,1,clasical plus chocolate flav,clasical plus chocolate,clasical plus,10,WONDER WORLD INDIA,,,11.9
CLA0718,clavilip 20 mg tab,,tablet,clavilip,clavilip 20,1,clavilip,clavilip,clavilip,10,3M INDIA LTD,,,303.0
CLE0161,clea -n -sept  tab,,tablet,clea n sept,clea n sept,1,clea n,clea,clea,1,JOHNSON & JOHNSON PVT LTD,,,6.2
COB0237,cobarise c plus orange flav chew tab 30's,,tablet,cobarise c plus orange flav chew,cobarise c plus orange flav chew 30s,1,cobarise c plus orange flav,cobarise c plus orange,cobarise c plus,1,SAIBOON LIFECARE PVT LTD,,,357.0
COB0252,cobarise c plus orange flav chew tab 10's,,tablet,cobarise c plus orange flav chew,cobarise c plus orange flav chew 10s,1,cobarise c plus orange flav,cobarise c plus orange,cobarise c plus,10,SAIBOON LIFECARE PVT LTD,,,9.99
COC0096,coca-d3 mint flav chew tab 10's,,tablet,coca d3 mint flav chew,coca d3 mint flav chew 10s,1,coca d3 mint flav,coca d3 mint,coca d3,10,NEXTGEN HEALTH CARE PVT LTD,,,12.0
COD0039,codomollindon tab,,tablet,codomollindon,codomollindon,1,codomollindon,codomollindon,codomollindon,1,ZYDUS PHARMA LTD,,,3.32
COD0073,codesoft 1000mg tab 10's,,tablet,codesoft,codesoft 1000 10s,1,codesoft,codesoft,codesoft,10,IND SWIFT LTD,,,14.8
COD0074,codesoft cal tab 10's,,tablet,codesoft cal,codesoft cal 10s,1,codesoft,codesoft,codesoft,10,UNICHEM LABORATORIES LTD.,,,17.8
COF0027,cofdex tab 10's,,tablet,cofdex,cofdex 10s,1,cofdex,cofdex,cofdex,10,GNC-GENERICS,,,6.0
COF0039,cofsils o tab 10's,,tablet,cofsils o,cofsils o 10s,1,cofsils,cofsils,cofsils,10,CIPLA LTD,,,2.0
COI0001,co-immune orange flav chew tab 30's,,tablet,co immune orange flav chew,co immune orange flav chew 30s,1,co immune orange flav,co immune orange,co immune,1,EMPERA MEDITECH PVT LTD,,,294.0
COL1162,colohep 700mg chew tab 10's,,tablet,colohep,colohep 700 chew 10s,1,colohep,colohep,colohep,10,ABBOTT INDIA LIMITED,,,19.9
COM0648,com-cz orange flav chew tab 15's,,tablet,com cz orange flav chew,com cz orange flav chew 15s,1,com cz orange flav,com cz orange,com cz,15,COMED CHEMICALS PVT LTD,,,4.5
CON0083,constiflee chewy tab 10's,,tablet,constiflee chewy,constiflee chewy 10s,1,constiflee,constiflee,constiflee,10,BIRLA LIFE SCIENCES,,,4.8
COQ0042,coq mg tab 10's,,tablet,coqmg,coq 10s,1,coqmg,coqmg,coqmg,10,ARNEE LIFE SCIENCE,,,12.0
COR0564,corcumin tab,,tablet,corcumin,corcumin,1,corcumin,corcumin,corcumin,10,ADONIS LABORATORIES PVT LTD,,,10.99
COR0734,cor-cm mint flav chew tab 30's,,tablet,cor cm mint flav chew,cor cm mint flav chew 30s,1,cor cm mint flav,cor cm mint,cor cm,1,NUTRAHEAL HEALTHCARE,,,300.0
COV0101,covit-c orange flav chew tab 30's,,tablet,covit c orange flav chew,covit c orange flav chew 30s,1,covit c orange flav,covit c orange,covit c,1,OCTAVIUS PHARMA PVT LTD,,,225.0
COV0108,covit-3 orange flav chew tab 10's,,tablet,covit 3 orange flav chew,covit 3 orange flav chew 10s,1,covit 3 orange flav,covit 3 orange,covit 3,10,XYLOSE PHARMA,,,11.0
CQG0001,cqg tab,,tablet,cqg,cqg,1,cqg,cqg,cqg,10,REGAL PHARMACEUTICALS,,,13.6
CRA0092,c raksha mint flav chew tab 30's,,tablet,c raksha mint flav chew,c raksha mint flav chew 30s,1,c raksha mint flav,c raksha mint,c raksha,1,DMK INDIA HEALTHCARE,,,249.0
CRE0035,crema tab 10's,,tablet,crema,crema 10s,1,crema,crema,crema,10,EAST WEST PHARMACEUTICALS PVT LTD,,,2.9
CRO0022,crocin cold & flu max tab,,tablet,crocin cold & flu max,crocin cold & flu max,1,crocin cold & flu,crocin cold &,crocin cold,15,HINDUSTAN UNILEVER LIMITED(HFD),,,49.85
CRO0102,crocin cold & flu max tab,,tablet,crocin cold & flu max,crocin cold & flu max,1,crocin cold & flu,crocin cold &,crocin cold,15,HINDUSTAN UNILEVER LIMITED(HFD),,,49.85
CRU0021,crush tab,,tablet,crush,crush,1,crush,crush,crush,1,SHT-SHREE TRADERS,,,2.5
CSH0003,c-shot orange flav chew tab 30's,,tablet,c shot orange flav chew,c shot orange flav chew 30s,1,c shot orange flav,c shot orange,c shot,1,PLUTO BIOMEDS,,,990.0
CTZ0006,ctz-plus mint flav dt new tab 10's,,tablet,ctz plus mint flav new,ctz plus mint flav new 10s,1,ctz plus mint flav,ctz plus mint,ctz plus,10,PIL PSYCHOTROPICS INDIA LTD,,,3.2
CUR0220,curcumed tab 60's,,tablet,curcumed,curcumed 60s,1,curcumed,curcumed,curcumed,1,MEDITEK INDIA,,,599.0
CUR0235,curcuage tab 30's (aegis),,tablet,curcuage,curcuage 30s aegis,1,curcuage,curcuage,curcuage,1,AEGIS PHARMA LABS PVT LTD,,,1200.0
CUR0318,curcucip tab 10's (cipla),,tablet,curcucip,curcucip 10s cipla,1,curcucip,curcucip,curcucip,10,CIPLA LTD,,,30.0
CUR0332,curicam tab 30's (camkan),,tablet,curicam,curicam 30s camkan,1,curicam,curicam,curicam,1,CAMKAN HEALTH CARE PVT LTD,,,1590.0
CUR0393,curlon tab 10's (faith),,tablet,curlon,curlon 10s faith,1,curlon,curlon,curlon,10,FAITH FORMULATIONS,,,28.0
CUR0417,curcuviq 500/10 tab 30's,,tablet,curcuviq 500/10,curcuviq 500/10 30s,1,curcuviq,curcuviq,curcuviq,1,GENOVIQ HEALTHCARE PVT LTD,,,1992.0
CUT0151,cutisora tab,,tablet,cutisora,cutisora,1,cutisora,cutisora,cutisora,1,VAS-VASU AYURVEDA,,,3.0
CUV0014,cuvita-forte orange flav chew tab 10's,,tablet,cuvita forte orange flav chew,cuvita forte orange flav chew 10s,1,cuvita forte orange flav,cuvita forte orange,cuvita forte,10,CUBIT HEALTHCARE LTD,,,8.0
CVI0009,c-vitan s/f orange flav effervescent tab 20's,,tablet,c vitan s/f orange flav effervescent,c vitan s/f orange flav effervescent 20s,1,c vitan s/f orange flav,c vitan s/f orange,c vitan s/f,1,WEST COAST PHARMACEUTICALS PVT LTD,,,350.0
CVI0011,c vitan z s/f orange flav chew tab 10's,,tablet,c vitan z s/f orange flav chew,c vitan z s/f orange flav chew 10s,1,c vitan z s/f orange flav,c vitan z s/f orange,c vitan z s/f,10,WEST COAST PHARMACEUTICALS PVT LTD,,,4.5
