item_code,brand,Master Catalogue name,medicine_type,exp_sku_brand,mod_brand,count_syp,exp_sku_brand2,exp_sku_brand3,exp_sku_brand4,exp_sku_brand5,pack,manufacturer,catg,subcatg,mrp
1222845,wheycan+protein pwd 500gm,,others,wheycan+protein,wheycan+protein pwd 500,0,wheycan+protein,wheycan+protein,wheycan+protein,wheycan+protein,,U@V CANCURE,,,1600.0
1222857,lenzobact-600mg 1*10,,others,lenzobact,lenzobact 600 10s,0,lenzobact,lenzobact,lenzobact,lenzobact,,AAREN HEALTHCARE PVT LTD,,,355.74
1222889,candysoft advance moistcream 50cm,,others,candysoft advance,candysoft advance moistcream 50cm,0,candysoft,candysoft,candysoft,candysoft,,GLENMARK (GRACEWELL),,,399.0
1222891,kn-95 mask,,others,kn 95,kn 95 mask,0,kn,kn,kn,kn,,TBG,,,300.0
1222893,karo clear hand gel 100ml,,others,karo clear hand,karo clear hand gel 100,0,karo clear,karo,karo,karo,,TBG,,,179.99
1222934,v.wash plus 200ml,,others,v.wash plus,v.wash plus 200,0,v.wash,v.wash,v.wash,v.wash,,(GLENMARK),,,324.0
1232976,presley pres n rub-sanitizer 10ltr,,others,presley pres n rub sanitizer 10ltr,presley pres n rub sanitizer 10ltr,0,presley pres n rub sanitizer,presley pres n rub,presley pres n,presley pres,,PRESLOY,,,5000.0
1233008,ostium k-2 1*15,,others,ostiumk 2 15s,ostmk 2 15s,0,ostiumk 2,ostiumk,ostiumk,ostiumk,,(MEDLEY),,,326.0
1233062,pilex forte ointment 30gm,,others,pilex forte ointment,pilex forte ointment 30,0,pilex forte,pilex,pilex,pilex,,HIMALAYA,,,95.0
1233073,v.wash 20ml,,others,v.wash,v.wash 20,0,v.wash,v.wash,v.wash,v.wash,,GLENMARK-[ PHARMA ],,,45.0
1233082,fabi flu-200 1*34,,others,fabi flu 200 1 34,fabi flu 200 1 34,0,fabi flu 200 1,fabi flu 200,fabi flu,fabi,,GLENMARK-[ MAJESTA ],,,1292.0
1233132,cremagel-h 20gm,,others,,cremagel h 20,0,,,,,,ABBOTT INDIA LIMITED,,,115.1
1233178,depiwhit eyegel 15ml,,others,depiwhit,depiwhit eyegel 15,0,depiwhit,depiwhit,depiwhit,depiwhit,,DR.REDDY^S LABORATORIES LTD.,,,678.0
1233225,curawin-forte dry syp 30ml,,syrup,curawin forte dry,curawin forte dry syrup 30,1,curawin forte,curawin,curawin,curawin,,CURITON LIFE SCIENCES PVT. LTD.,,,80.3
1233308,veldrop gel 10ml,,others,,veldrop gel 10,0,,,,,,(ALEMBIC),,,166.03
1233316,priux m-75 1*10,,others,priux m 75 10s,prx m 75 10s,0,priux m 75,priux m,priux,priux,,(AJANTA),,,0.0
1233328,fuzyform cream 10gm,,others,fuzyform,fuzyform cream 10,0,fuzyform,fuzyform,fuzyform,fuzyform,,GLENMARK (GRACEWELL),,,100.02
1233340,bupreplast-10 1,,others,bupreplast 10 1,bupreplast 10 1,0,bupreplast 10,bupreplast,bupreplast,bupreplast,,ZUVENTUS-( ODENEA ),,,1790.0
1233341,bupreplast-5 1*2,,others,bupreplast 5 2s,bupreplast 5 2s,0,bupreplast 5,bupreplast,bupreplast,bupreplast,,ZUVENTUS-( ODENEA ),,,885.0
1233352,refreshing baby shop 75gm,,others,refreshing baby shop,refreshing baby shop 75,0,refreshing baby,refreshing,refreshing,refreshing,,HIMALAYA,,,0.0
1233360,curcuheal syp 150ml,,syrup,curcuheal,curcuheal syrup 150,1,curcuheal,curcuheal,curcuheal,curcuheal,,STANLEY HEALTHCARE PVT.LTD.,,,3780.0
1233478,dfend immunity booster 1,,others,dfend immunity booster 1,dfend immunity booster 1,0,dfend immunity booster,dfend immunity,dfend,dfend,,FUSION HEALTHCARE,,,399.0
1233522,amplobat 1,,others,amplobat 1,amplobat 1,0,amplobat,amplobat,amplobat,amplobat,,EXTIMUS HEALHCARE,,,254.0
1233567,silopro 4mg 1*10,,others,silopro,silopro 4 10s,0,silopro,silopro,silopro,silopro,,AJANTA-[ ANWAXX ],,,0.0
1233624,vogli gm-1 1*10,,others,vogligm 1 10s,vogli 1 10s,0,vogligm 1,vogligm,vogligm,vogligm,,(MEDLEY),,,164.0
1233712,fabi flu-400mg 1*17,,others,fabi flu,fabi flu 400 1 17,0,fabi,fabi,fabi,fabi,,GLENMARK-[ MAJESTA ],,,1224.0
1233755,vogli gm-2 forte 1*10,,others,vogligm 2 forte 10s,vogli 2 forte 10s,0,vogligm 2 forte,vogligm 2,vogligm,vogligm,,(MEDLEY),,,147.0
1233766,heptoglobine syp 300ml,,syrup,heptoglobine,heptoglobine syrup 300,1,heptoglobine,heptoglobine,heptoglobine,heptoglobine,,RAPTAKOS.BRETT @ CO.LTD.,,,227.0
1233869,excela max mosturzr fr dses sk 200gm,,others,excela max mosturzr fr dses sk,excela max mosturzr fr dses sk 200,0,excela max mosturzr fr dses,excela max mosturzr fr,excela max mosturzr,excela max,,CIPLA ( IMPULSE-2 ),,,532.4
1233981,fabi flu-800 mg kit 1*16,,others,fabi flu,fabi flu 800 kit 1 16,0,fabi,fabi,fabi,fabi,,GLENMARK-[ MAJESTA ],,,2560.0
1234020,aloevera (b.b.) 500ml,,others,aloevera b.b.,aloevera b.b. 500,0,aloevera,aloevera,aloevera,aloevera,,B B LABORATORIES,,,169.0
1234021,aloevera (b.b.) 1000ml,,others,aloevera b.b.,aloevera b.b. 1000,0,aloevera,aloevera,aloevera,aloevera,,B B LABORATORIES,,,270.0
1234022,amla (b.b.) 500ml,,others,amla b.b.,aa b.b. 500,0,amla,amla,amla,amla,,B B LABORATORIES,,,125.0
1234023,amla (b.b.) 1000ml,,others,amla b.b.,aa b.b. 1000,0,amla,amla,amla,amla,,B B LABORATORIES,,,220.0
1234025,triffla (b.b.) 1000ml,,others,triffla b.b.,triffla b.b. 1000,0,triffla,triffla,triffla,triffla,,B B LABORATORIES,,,259.0
1234026,triffla (b.b.) 500ml,,others,triffla b.b.,triffla b.b. 500,0,triffla,triffla,triffla,triffla,,B B LABORATORIES,,,165.0
1234032,amla aloevera juice (b.b.) 500ml,,others,amla aloe vera juice b.b.,aa aloe vera juice b.b. 500,0,amla aloe vera juice,amla aloe vera,amla aloe,amla,,B B LABORATORIES,,,169.0
1234033,panch tulsi (b.b.) 500ml,,others,panch tulsi b.b.,panch tulsi b.b. 500,0,panch tulsi,panch,panch,panch,,B B LABORATORIES,,,150.0
1234044,shampoo (b.b.) 500ml,,others,,shampoo b.b. 500,0,,,,,,B B LABORATORIES,,,175.0
1234045,shampoo (b.b.) 200ml,,others,,shampoo b.b. 200,0,,,,,,B B LABORATORIES,,,105.0
1234051,triffla pwd (b.b.) 200gm,,others,triffla,triffla pwd b.b. 200,0,triffla,triffla,triffla,triffla,,B B LABORATORIES,,,132.0
1234052,apple vinegar (b.b.) 500ml,,others,apple vinegar b.b.,apple vinegar b.b. 500,0,apple vinegar,apple,apple,apple,,B B LABORATORIES,,,295.0
1234053,jamun vinegar (b.b) 500ml,,others,jamun vinegar b.b,jamun vinegar b.b 500,0,jamun vinegar,jamun,jamun,jamun,,B B LABORATORIES,,,285.0
1234054,aloevera gel (b.b.) 100gm,,others,aloevera,aloevera gel b.b. 100,0,aloevera,aloevera,aloevera,aloevera,,B B LABORATORIES,,,145.0
1234077,amla aloevera juice (b.b.) 1000ml,,others,amla aloe vera juice b.b.,aa aloe vera juice b.b. 1000,0,amla aloe vera juice,amla aloe vera,amla aloe,amla,,B B LABORATORIES,,,270.0
1234081,celebrax-100mg 1*10,,others,celebrax,celebrax 100 10s,0,celebrax,celebrax,celebrax,celebrax,,PFIZER (NEURO),,,140.0
1234082,celebrax-200mg 1*10,,others,celebrax,celebrax 200 10s,0,celebrax,celebrax,celebrax,celebrax,,PFIZER (NEURO),,,205.0
1234088,bresol-ns nasal sol 10ml,,others,bresol ns nasal sol,bresol ns nasal sol 10,0,bresol ns nasal,bresol ns,bresol,bresol,,HIMALAYA,,,55.0
1234090,gasex (syp) elaichi 200ml,,syrup,gasex,gasex syrup elaichi 200,1,gasex,gasex,gasex,gasex,,HIMALAYA,,,110.0
1234120,photostable 1,,others,,photostable 1,0,,,,,,(SUN),,,675.0
1234124,fabixa-200mg 1*10,,others,fabixa,fabixa 200 10s,0,fabixa,fabixa,fabixa,fabixa,,MEDLEY-( NUTRAKARE ),,,380.0
1234125,fabixa-800mg 1*10,,others,fabixa,fabixa 800 10s,0,fabixa,fabixa,fabixa,fabixa,,MEDLEY-( NUTRAKARE ),,,1400.0
1234129,lipiout-10 1*10,,others,lipiout 10 10s,lipiout 10 10s,0,lipiout 10,lipiout,lipiout,lipiout,,FOREGEN HEALTHCARE PVT.LTD.,,,109.5
1234131,tenegood m-1000 1*10,,others,tenegood m 1000 10s,tenegood m 1000 10s,0,tenegood m 1000,tenegood m,tenegood,tenegood,,FOREGEN HEALTHCARE PVT.LTD.,,,114.0
1234132,tenegood m-500 1*10,,others,tenegood m 500 10s,tenegood m 500 10s,0,tenegood m 500,tenegood m,tenegood,tenegood,,FOREGEN HEALTHCARE PVT.LTD.,,,109.0
1234144,liver@enyme(b.b.) 200ml,,others,liver@enyme b.b.,liver@enyme b.b. 200,0,liver@enyme,liver@enyme,liver@enyme,liver@enyme,,B B LABORATORIES,,,125.0
1234146,uterine syp 200ml,,syrup,uterine,uterine syrup 200,1,uterine,uterine,uterine,uterine,,B B LABORATORIES,,,140.0
1234148,u.t.i.care (b.b.) 200ml,,others,u.t.i.care b.b.,u.t.i.care b.b. 200,0,u.t.i.care,u.t.i.care,u.t.i.care,u.t.i.care,,B B LABORATORIES,,,135.0
1234152,platelet syp (b.b.) 200ml,,syrup,platelet,platelet syrup b.b. 200,1,platelet,platelet,platelet,platelet,,B B LABORATORIES,,,140.0
1234156,hemoglobin syrup 200ml,,syrup,hemoglobin,hemoglobin syrup 200,1,hemoglobin,hemoglobin,hemoglobin,hemoglobin,,B B LABORATORIES,,,120.0
1234163,ascoril+expt. 120ml,,others,ascoril+expt.,ascoril+expt. 120,0,ascoril+expt.,ascoril+expt.,ascoril+expt.,ascoril+expt.,,(GLENMARK),,,115.0
1234252,disogel syp 200ml,,syrup,,disogel syrup 200,1,,,,,,CONCEPT PHARMA.LTD,,,108.0
1234265,rifa i-6 e(combi-strip) 1 strip,,others,rifa i 6 e combi paper 1 paper,rifa i 6 e combi paper 1,0,rifa i 6 e combi paper 1,rifa i 6 e combi paper,rifa i 6 e combi,rifa i 6 e,,CONCEPT PHARMA.LTD,,,13.6
1234266,ripe kit (combi-strip) 1 strip,,others,ripe kit combi paper 1 paper,ripe kit combi paper 1,0,ripe kit combi paper 1,ripe kit combi paper,ripe kit combi,ripe kit,,CONCEPT PHARMA.LTD,,,20.45
1234270,rifa i-6 kid forte 1*10,,others,rifa i 6 paediatric forte 10s,rifa i 6 paediatric forte 10s,0,rifa i 6 paediatric forte,rifa i 6 paediatric,rifa i 6,rifa i,,CONCEPT PHARMA.LTD,,,43.3
1234371,lipiout-f 1*10,,others,lipiout f 10s,lipiout f 10s,0,lipiout f,lipiout,lipiout,lipiout,,FOREGEN HEALTHCARE PVT.LTD.,,,180.0
1234376,neb-zmart g resp 1*5,,others,neb zmart g resp 5s,neb zmart g resp 5s,0,neb zmart g resp,neb zmart g,neb zmart,neb,,(GLENMARK),,,236.5
1234474,aactaril soap 75gm,,others,aactaril,aactaril soap 75,0,aactaril,aactaril,aactaril,aactaril,,HIMALAYA,,,90.0
1234482,trypex 1*10,,others,trypex 10s,trypex 10s,0,trypex,trypex,trypex,trypex,,EXCEL WAVES LABS PVT.LTD.,,,147.9
1234538,clinhand-h hand sanitizer,,others,clinhand h hand sanitizer,clinhand h hand sanitizer,0,clinhand h hand,clinhand h,clinhand,clinhand,,SVIZERA HEALTHCARE,,,250.0
1234547,tosanib-5 1*10,,others,tosanib 5 10s,tosanib 5 10s,0,tosanib 5,tosanib,tosanib,tosanib,,ERIS(VICTUS),,,400.0
1234549,medsame-200 1*10,,others,medsame 200 10s,medsame 200 10s,0,medsame 200,medsame,medsame,medsame,,MEDIWORD HEALTHCARE,,,331.0
1234613,vogli gm-1 forte 1*10,,others,vogligm 1 forte 10s,vogli 1 forte 10s,0,vogligm 1 forte,vogligm 1,vogligm,vogligm,,(MEDLEY),,,100.0
1234622,gloves-6.5: 1pair,,others,,gloves 6.5: 1pair,0,,,,,,SURGICARE,,,56.0
1234624,gloves-7.0: 1pair,,others,,gloves 7.0: 1pair,0,,,,,,SURGICARE,,,56.0
1234625,gloves-7.5: 1pair,,others,,gloves 7.5: 1pair,0,,,,,,SURGICARE,,,0.0
1234666,ayushkadha 50gm,,others,ayushkadha,ayushkadha 50,0,ayushkadha,ayushkadha,ayushkadha,ayushkadha,,B B LABORATORIES,,,79.0
1234668,choomanter oil 60ml,,others,choomanter,choomanter oil 60,0,choomanter,choomanter,choomanter,choomanter,,B B LABORATORIES,,,185.0
1234717,gloves 6 6,,others,,gloves 6,0,,,,,,SURGICARE,,,0.0
1234743,celana-250 1*10,,others,celana 250 10s,celana 250 10s,0,celana 250,celana,celana,celana,,KAYRA INNOPHARM,,,498.0
1234744,celana-500 1*10,,others,celana 500 10s,celana 500 10s,0,celana 500,celana,celana,celana,,KAYRA INNOPHARM,,,978.0
1234747,kayra-d3 sol. 1*5ml,,others,kayra d3 sol. 1,kayra d3 sol. 1 5,0,kayra d3 sol.,kayra d3,kayra,kayra,,KAYRA INNOPHARM,,,87.0
1234826,calc-d3 sach. 1gm,,others,calc d3 sach.,calc d3 sach. 1000,0,calc d3,calc,calc,calc,,FAITH PHARMACEUTICALS LTD,,,60.0
1234828,doxytab-dt 1*10,,others,,doxytab 10s,0,,,,,,FAITH PHARMACEUTICALS LTD,,,128.5
1234831,fazin-10 1*10,,others,fazin 10 10s,fazin 10 10s,0,fazin 10,fazin,fazin,fazin,,FAITH PHARMACEUTICALS LTD,,,140.0
1234832,fazine-m 1*10,,others,fazine m 10s,fazine m 10s,0,fazine m,fazine,fazine,fazine,,FAITH PHARMACEUTICALS LTD,,,160.0
1234838,kaam baan 1*10,,others,kaam baan 10s,kaam baan 10s,0,kaam baan,kaam,kaam,kaam,,FAITH PHARMACEUTICALS LTD,,,710.0
1234842,nitrex forte 1*10,,others,nitrex forte 10s,nitrex forte 10s,0,nitrex forte,nitrex,nitrex,nitrex,,FAITH PHARMACEUTICALS LTD,,,500.0
1234847,recoup-z drops 30ml,,others,recoup z,recoup z drops 30,0,recoup,recoup,recoup,recoup,,FAITH PHARMACEUTICALS LTD,,,160.0
1234852,cefopen cv-200 1,,others,,cefopen cv 200 1,0,,,,,,MOREPAN LAB LTD,,,278.3
1234874,classic amchur powder 100gm,,others,classic amchur,classic amchur powder 100,0,classic,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,42.0
1234875,classic gold chilly powder 500gm,,others,classic gold chilly,classic gold chilly powder 500,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,158.0
1234876,classic gold chilly powder 200gm+10gm,,others,classic gold chilly,classic gold chilly powder 200+10,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,64.0
1234877,classic gold chilly powder 12gm,,others,classic gold chilly,classic gold chilly powder 12,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1234878,classic gold chilly powder 50gm,,others,classic gold chilly,classic gold chilly powder 50,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,17.0
1234879,classic gold chilly powder 100gm,,others,classic gold chilly,classic gold chilly powder 100,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,33.0
1234880,classic gold dhaniya powder 15gm,,others,classic gold dhaniya,classic gold dhaniya powder 15,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1234881,classic gold dhaniya powder 50gm,,others,classic gold dhaniya,classic gold dhaniya powder 50,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,13.0
1234882,classic gold dhaniya powder 500gm,,others,classic gold dhaniya,classic gold dhaniya powder 500,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,125.0
1234883,classic gold dhaniya powder 100gm,,others,classic gold dhaniya,classic gold dhaniya powder 100,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1234887,classic gold turmeric powder 500gm,,others,classic gold turmeric,classic gold turmeric powder 500,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1234888,classic gold turmeric powder 12gm,,others,classic gold turmeric,classic gold turmeric powder 12,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1234889,classic gold turmeric powder 200gm,,others,classic gold turmeric,classic gold turmeric powder 200,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1234890,classic gold turmeric powder 100gm,,others,classic gold turmeric,classic gold turmeric powder 100,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1234891,classic gold turmeric powder 50gm,,others,classic gold turmeric,classic gold turmeric powder 50,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1234892,classic super garam masala 200gm,,others,classic super garam masala,classic super garam masala 200,0,classic super garam,classic super,classic,classic,,SURUCHI SPICES PVT.LTD.,,,76.0
1234893,classic super garam masala 50gm,,others,classic super garam masala,classic super garam masala 50,0,classic super garam,classic super,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1234894,classic super garam masala 100gm,,others,classic super garam masala,classic super garam masala 100,0,classic super garam,classic super,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1234896,classic gold dhaniya powder 200gm,,others,classic gold dhaniya,classic gold dhaniya powder 200,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,51.0
1234898,classic moong papad 35gm,,others,classic moong papad,classic moong papad 35,0,classic moong,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,10.0
1234899,classic udad papad 35gm,,others,classic udad papad,classic udad papad 35,0,classic udad,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,10.0
1234900,classic moong papad 200gm,,others,classic moong papad,classic moong papad 200,0,classic moong,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1234901,premium udad papad 200gm,,others,premium udad papad,premm udad papad 200,0,premium udad,premium,premium,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
1234903,kadai paneer masala(spice mix) 50gm,,others,kadai paneer masala spice mix,kadai paneer masala spice mix 50,0,kadai paneer masala spice,kadai paneer masala,kadai paneer,kadai,,SURUCHI SPICES PVT.LTD.,,,0.0
1234904,paneer butter masala(spice mix 50gm,,others,paneer butter masala spice mix,paneer butter masala spice mix 50,0,paneer butter masala spice,paneer butter masala,paneer butter,paneer,,SURUCHI SPICES PVT.LTD.,,,0.0
1234905,paneer masala 10gm,,others,paneer masala,paneer masala 10,0,paneer,paneer,paneer,paneer,,SURUCHI SPICES PVT.LTD.,,,10.0
1234906,paneer tikka masala(spice mix) 50gm,,others,paneer tikka masala spice mix,paneer tikka masala spice mix 50,0,paneer tikka masala spice,paneer tikka masala,paneer tikka,paneer,,SURUCHI SPICES PVT.LTD.,,,0.0
1234907,premium a-1 garam masala 10gm,,others,premium a 1 garam masala,premm a 1 garam masala 10,0,premium a 1 garam,premium a 1,premium a,premium,,SURUCHI SPICES PVT.LTD.,,,10.0
1234908,premium biryani pulav masala 10gm,,others,premium biryani pulav masala,premm biryani pulav masala 10,0,premium biryani pulav,premium biryani,premium,premium,,SURUCHI SPICES PVT.LTD.,,,10.0
1234909,premium chat masala 10gm,,others,premium chat masala,premm chat masala 10,0,premium chat,premium,premium,premium,,SURUCHI SPICES PVT.LTD.,,,10.0
1234910,premium chole masala 10gm,,others,premium chole masala,premm chole masala 10,0,premium chole,premium,premium,premium,,SURUCHI SPICES PVT.LTD.,,,10.0
1234911,premium kitchen king masala 10gm,,others,premium kitchen king masala,premm kitchen king masala 10,0,premium kitchen king,premium kitchen,premium,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
1234913,premium pav-bhaji masala 10gm,,others,premium pav bhaji masala,premm pav bhaji masala 10,0,premium pav bhaji,premium pav,premium,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
1234914,premium sabji masala 10gm,,others,premium sabji masala,premm sabji masala 10,0,premium sabji,premium,premium,premium,,SURUCHI SPICES PVT.LTD.,,,10.0
1234916,premium sambhar masala 10gm,,others,premium sambhar masala,premm sambhar masala 10,0,premium sambhar,premium,premium,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
1234917,tadka hing powder 3gm,,others,tadka hing,tadka hing powder 3,0,tadka,tadka,tadka,tadka,,SURUCHI SPICES PVT.LTD.,,,0.0
1234919,classic mango pickle 60gm,,others,classic mango pickle,classic mango pickle 60,0,classic mango,classic,classic,classic,,SAFAL FOOD PRODUCTS PVT.LTD.,,,10.0
1234920,classic mango pickle 7gm,,others,classic mango pickle,classic mango pickle 7,0,classic mango,classic,classic,classic,,SAFAL FOOD PRODUCTS PVT.LTD.,,,1.0
1234921,classic mix pickle 6gm,,others,classic mix pickle,classic mix pickle 6,0,classic mix,classic,classic,classic,,SAFAL FOOD PRODUCTS PVT.LTD.,,,0.0
1234922,classic mango pickle-mo 5kg,,others,classic mango pickle mo,classic mango pickle mo 5,0,classic mango pickle,classic mango,classic,classic,,SAFAL FOOD PRODUCTS PVT.LTD.,,,0.0
1234924,classic mix pickle-mo 5kg,,others,classic mix pickle mo,classic mix pickle mo 5,0,classic mix pickle,classic mix,classic,classic,,SAFAL FOOD PRODUCTS PVT.LTD.,,,0.0
1234925,premium mix pickle 15gm,,others,premium mix pickle,premm mix pickle 15,0,premium mix,premium,premium,premium,,SAFAL FOOD PRODUCTS PVT.LTD.,,,0.0
1234926,suswad green chilly pickle-mo 5kg,,others,suswad green chilly pickle mo,suswad green chilly pickle mo 5,0,suswad green chilly pickle,suswad green chilly,suswad green,suswad,,SAFAL FOOD PRODUCTS PVT.LTD.,,,300.0
1234928,premium tomato ketchup 200gm,,others,premium tomato ketchup,premm tomato ketchup 200,0,premium tomato,premium,premium,premium,,SAFAL FOOD PRODUCTS PVT.LTD.,,,0.0
1244886,oldmed d3 nano shot 5ml,,others,oldmed d3 nano shot,oldmed d3 nano shot 5,0,oldmed d3 nano,oldmed d3,oldmed,oldmed,,OLDMED HEALTHCARE PVT LTD,,,53.0
1244892,jetrasil 1*10,,others,jetrasil 10s,jetrasil 10s,0,jetrasil,jetrasil,jetrasil,jetrasil,,EXTIMUS HEALHCARE,,,599.0
1244911,moringa 20ml,,others,moringa,moringa 20,0,moringa,moringa,moringa,moringa,,B B LABORATORIES,,,139.0
1244915,curcumin tulsi ginger saffron 20ml,,others,curcumin tulsi ginger saffron,curcumin tulsi ginger saffron 20,0,curcumin tulsi ginger,curcumin tulsi,curcumin,curcumin,,B B LABORATORIES,,,185.0
1244921,ajwain 20ml,,others,ajwain,ajwain 20,0,ajwain,ajwain,ajwain,ajwain,,B B LABORATORIES,,,139.0
1244924,noni cocum 30ml,,others,noni cocum,noni cocum 30,0,noni,noni,noni,noni,,B B LABORATORIES,,,65.0
1244927,haldi juice 30ml,,others,haldi juice,haldi juice 30,0,haldi,haldi,haldi,haldi,,B B LABORATORIES,,,65.0
1245108,vitoz syp 200ml,,syrup,vitoz,vitoz syrup 200,1,vitoz,vitoz,vitoz,vitoz,,CURITON LIFE SCIENCES PVT. LTD.,,,152.5
1245120,disco papad jeeravan free 500gm,,others,disco papad jeeravan free,disco papad jeeravan free 500,0,disco papad jeeravan,disco papad,disco,disco,,SURUCHI SPICES PVT.LTD.,,,0.0
1245122,katran papad(200gm+3gm jeerava 200gm+3gm,,others,katran papad,katran papad 200+3 jeerava,0,katran,katran,katran,katran,,SURUCHI SPICES PVT.LTD.,,,0.0
1245125,nachos papad jeeravan free 1kg+9gm,,others,nachos papad jeeravan free,nachos papad jeeravan free 1+9,0,nachos papad jeeravan,nachos papad,nachos,nachos,,SURUCHI SPICES PVT.LTD.,,,0.0
1245126,premium sindhi papad 200gm,,others,premium sindhi papad,premm sindhi papad 200,0,premium sindhi,premium,premium,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
1245127,rajasthani papad 200gm,,others,rajasthani papad,rajasthani papad 200,0,rajasthani,rajasthani,rajasthani,rajasthani,,SURUCHI SPICES PVT.LTD.,,,61.0
1245129,classic gold chilly powder 25gm,,others,classic gold chilly,classic gold chilly powder 25,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1245131,classic gold dhaniya powder 31gm,,others,classic gold dhaniya,classic gold dhaniya powder 31,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1245133,classic gold turmeric powder 25gm,,others,classic gold turmeric,classic gold turmeric powder 25,0,classic gold,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1245135,classic gulab jamun mix 200gm,,others,classic gulab jamun mix,classic gulab jamun mix 200,0,classic gulab jamun,classic gulab,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1245137,classic kasuri methi 50gm,,others,classic kasuri methi,classic kasuri methi 50,0,classic kasuri,classic,classic,classic,,SURUCHI SPICES PVT.LTD.,,,0.0
1245139,instant dhokla mix 200gm,,others,instant dhokla mix,instant dhokla mix 200,0,instant dhokla,instant,instant,instant,,SURUCHI SPICES PVT.LTD.,,,0.0
1245141,instant idli mix 200gm,,others,instant idli mix,instant idli mix 200,0,instant idli,instant,instant,instant,,SURUCHI SPICES PVT.LTD.,,,0.0
1245142,instant jilebi mix 200gm,,others,instant jilebi mix,instant jilebi mix 200,0,instant jilebi,instant,instant,instant,,SURUCHI SPICES PVT.LTD.,,,0.0
1245143,instant kalakand mix 200gm,,others,instant kalakand mix,instant kalakand mix 200,0,instant kalakand,instant,instant,instant,,SURUCHI SPICES PVT.LTD.,,,0.0
1245144,instant rabdi mix 200gm,,others,instant rabdi mix,instant rabdi mix 200,0,instant rabdi,instant,instant,instant,,SURUCHI SPICES PVT.LTD.,,,0.0
1245145,instant shree khurma mix 200gm,,others,instant shree khurma mix,instant shree khurma mix 200,0,instant shree khurma,instant shree,instant,instant,,SURUCHI SPICES PVT.LTD.,,,0.0
1245147,paneer masala 50gm,,others,paneer masala,paneer masala 50,0,paneer,paneer,paneer,paneer,,SURUCHI SPICES PVT.LTD.,,,0.0
1245149,premium a-1 garam masala 50gm,,others,premium a 1 garam masala,premm a 1 garam masala 50,0,premium a 1 garam,premium a 1,premium a,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
1245151,premium badshahi garam masala 10gm,,others,premium badshahi garam masala,premm badshahi garam masala 10,0,premium badshahi garam,premium badshahi,premium,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
1245153,premium biryani pulav masala 50gm,,others,premium biryani pulav masala,premm biryani pulav masala 50,0,premium biryani pulav,premium biryani,premium,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
1245155,premium chat masala 50gm,,others,premium chat masala,premm chat masala 50,0,premium chat,premium,premium,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
1245157,premium chole masala 50gm,,others,premium chole masala,premm chole masala 50,0,premium chole,premium,premium,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
1245159,premium gulab jamun mix(200gm+ 200gm+50gm,,others,premium gulab jamun mix,premm gulab jamun mix 200+ 200+50,0,premium gulab jamun,premium gulab,premium,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
1245161,premium jaljeera powder 12gm,,others,premium jaljeera,premm jaljeera powder 12,0,premium,premium,premium,premium,,SURUCHI SPICES PVT.LTD.,,,0.0
