Product Code,Product Name,Pack Size,Company,catg,subcatg,MRP
86731153,ALFOO D CAP,10CAP,DR. REDDY LABORATORIES LTD,,,358.25
8743,AMLOPRESS TL TAB,15TAB,CIPLA LTD,,,121.97
24162,AMLOZ TS TAB,10TAB,SHREYA LIFESCIENCE,,,159
16830,ANBID-250 MG,10TAB,AN PHARMACEUTICALS,,,385
15363,PEDIASURE CHOCO 1KG BIB,1KG,ABBOTT NUTRA,,,1525
29355,ANFOE 4000IU INJECTION,1.0ML,LA RENON HEALTHCARE,,,1299
26160,APDROP PD EYE DROP  10ML,10ML,AJANTA PHARMA LTD,,,43.72
2,AQUADERM  BODY WASH 200ML,200ML,DR. REDDY LABORATORIES LTD,,,366.85
28110,PEDIASURE VANILLA 200GM BIB,200GM,ABBOTT NUTRA,,,320
343230697,BENZER 2.5 GEL  20GM,20GM,TALENT INDIA LTD,,,90.2
330230996,BEPOTIME EYE DROP,5ML,NRI,,,198
30924,BERATOXID HC,10TAB,ZYDILLAC DERMACEUTICALS,,,154
20393,BIZLO OD TAB,10TAB,TORRENT,,,165.25
23646,BLACKCROWN 10,60ML,DERMAJOINT INDIA,,,1199
29440,PEDIFLOR KIDZ DAY & NIGHT KIT 70GM,70GM,GROUP PHARMACEUTICALS,,,220
29007,BTN PRO TAB,15TAB,ZYDUS CADILA HEALTHCARE LTD,,,0
341230777,BUPATCH 10MCG TAB,1POUCH,AUREATE HEALTHCARE PVT LTD,,,1089
30925,BYLOTINE M TAB,10TAB,ZYDILLAC DERMACEUTICALS,,,154
30926,BYLOTINE TAB,10TAB,ZYDILLAC DERMACEUTICALS,,,128.4
20308,C-PRAM S 20 TABLET,10TAB,TORRENT,,,143.47
30732,CALCITO-S,10TAB,AAA PHARMATRADE PVT LTD,,,295
20604,CANESTEN 1% POWDER 100GM,100GM,Bayer Pharmaceuticals Pvt Ltd,,,146
339931011,CATARAY EYE DROP,10ML,RAYMED PHARMACEUTICALS LTD,,,88
14744,CCHECAL -D,10TAB,LUPIN LTD,,,164.2
25127,CINOD BETA 10/50 MG TAB,15TAB,AJANTA PHARMA LTD,,,164
327431021,CINOD T 20/40,15TAB,AJANTA PHARMA LTD,,,280
27195,CITCOPEX TAB,10TAB,NEUROPEX PHARMACEUTICAL,,,700
29268,CLASIFIX-OF TAB,10TAB,GRANDCURE HEALTHCARE PVT LTD,,,0
10305,CLAVIX  GOLD 20 CAP,15CAP,INTAS PHARMACEUTICALS,,,109
23227,CLOBE 10,10TAB,AXONWAVE PHARMACEUTICALS,,,100.91
30759,COSPIAQ 25 TAB,10TAB,TORRENT,,,647
16249,PETSAFFA AVD POWDER,120GM,OTHERS,,,96
3815,COVERIT 10% SOLUTION,60ML,MICRO,,,872
30770,CPZ 50MG,10TAB,SUN PHARMA 2,,,6.9
25198,CURELIV DS 200ML,200ML,ASARVA LIFESCIENCES,,,195
22314,CZ-PEX 10 MD TAB,10TAB,NEUROPEX PHARMACEUTICAL,,,100
24891,DEFLAPEX-6,10TAB,NEUROPEX PHARMACEUTICAL,,,125
23653,DERI ENZ GEL,1*30GM,DERMAJOINT INDIA,,,155
24638,DERMICEE CREAM 20GM,20GM,SANSTUTI PHARMACEUTICALS,,,120
15136,DETTOL  ANTISEPETIC 60ML,60ML,RECKIT BENCKISER INDIA PVT LTD,,,0.03
29842,DIOVAN FCT 160MG,14TAB,NOVARTIS,,,529
24211,DS GOLD F/W,100ML,ADONIS PHYTOCEUTICALS PVT. LTD,,,430
24212,DS PURE CLEANSER,100GM,ADONIS PHYTOCEUTICALS PVT. LTD,,,430
331730354,ECPEX FORTE TAB,10TAB,NEUROPEX PHARMACEUTICAL,,,110
20032,EMBETA-TM 25 TAB,15TAB,INTAS PHARMACEUTICALS,,,247
29947,ENDULAST TM CAP,15TAB,TRUHEALTHY LLP,,,399
30905,ENROWIN 500TAB,10TAB,AKCENT HEALTHCARE,,,1098
10945,PINOM A 40 TAB,15TAB,LUPIN LTD,,,374.85
30927,EROLUZ CREAM 30GM,30GM,ZYDILLAC DERMACEUTICALS,,,226
29709,ESCIGRESS D CAP,10TAB,LA RENON HEALTHCARE,,,129
22316,ESCIPEX FORTE TAB,10TAB,NEUROPEX PHARMACEUTICAL,,,90
22507,ETOIB T TAB,10TAB,MEDSTRY BIOTECH,,,209
316230947,EVICT FIBRE GRANULES 100GM,100GM,ALBERT DAVID,,,256.1
20893,EZANIC 20% CREAM 15GM,15GM,INTAS PHARMACEUTICALS,,,255
314031098,FAXICAD 200MG TAB,10TAB,CADILA HEALTHCARE LTD,,,177.5
314031099,FAXICAD 400MG TAB,10TAB,CADILA HEALTHCARE LTD,,,349.5
314031100,FAXICAD 550MG TAB,10TAB,CADILA HEALTHCARE LTD,,,388
316230948,FBX  80 TAB,10TAB,ALBERT DAVID,,,187.4
27086,FIXDERMA SHADOW A GEL SPF 30,75ML,FIXDERMA INDIA PVT LTD,,,435
26105,FLORITA CAP,10CAP,SUN PHARMA 2,,,345
30929,FUZYSONE  M CREAM,10GM,ZYDILLAC DERMACEUTICALS,,,181
29407,POLYBION ACTIVE SYP 100ML,100ML,PROCTER AND GAMBLE HEALTHCARE LTD,,,0
30928,FUZYSONE CREAM,10GM,ZYDILLAC DERMACEUTICALS,,,181
30806,GABAFIX 50 TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,99
15518,PONDS MAGIC TALC 400GM ST,400GM,HINDUSTAN UNILIVER LTD,,,260
30318,GABAFIX MSR 75 TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,164.9
30319,GABAFIX NT TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,209
333431060,GINKOTIME,10,RESOLUTE HEALTHCARE,,,390
30492,GLAMBAK FACE WASH 100GM,100GM,KEPLER,,,350
334230921,GLIFORIUM TAB,10TAB,CELL SALVE PHARMACEUTICALS,,,399
26988,GLUCON D,125GM,ZYDUS WELLNES PRODUCT LTD.,,,31
28866,GLURA M 1000 TAB,10TAB,ERIS PHARMA,,,180
30782,GLUXIT TRIO 10/100/1000MG,15TAB,ERIS PHARMA,,,315
17647,GLYPTEN M TAB,10TAB,FRANCO INDIA,,,142.5
19849,GLYPTEN TAB,10TAB,FRANCO INDIA,,,131
357030241,HAKOTAM TAB,10TAB,YTILIGA PHARMACEUTICALS,,,155
14372,PRAMIROL 0.5,10TAB,INTAS PHARMACEUTICALS,,,168
357030242,HAKOTAM-D TAB,10TAB,YTILIGA PHARMACEUTICALS,,,358
27506,PRE+PROBIOTIC BODY LOTION 200ML,200ML,FIXDERMA INDIA PVT LTD,,,1650
317730917,HEFCARD 200 TAB,10TAB,TORRENT,,,500
30623,HEPFIT SACHETS 5GM,5GM,Ultimate Healthcare,,,117
29196,HYLA EYE DROP 5ML,5ML,ENTOD PHARMACEUTICALS LTD,,,522
30810,IMEXTOR 1000MG TAB,10TAB,TORRENT,,,290
16289,ITCONIS 100MG,4TAB,AVTIX HEALTHCARE,,,52.73
18359,K-PIO-M TABLET,10TAB,BLUE CROSS,,,50
30504,KITLER 100 TAB,10TAB,KEPLER,,,160
18889,PREGADOC  NT 75MG/10MG TAB,10TAB,LUPIN LTD,,,192.75
31009,KITMOX EYE DROP,5ML,PROVIS BIOLABS,,,167.34
6717,KNEETON TAB,30TAB,SUNCURE,,,799
28031,KTL EYE DROP  10 ML,10ML,SAPIENT LABROTORIES LTD,,,72
25708,KULFI SUSP 200ML,200ML,OBSURGE,,,240
10851,LETPRO TAB,10TAB,ARISTO,,,146.44
12848,LISTERINE F. BRUST 250ML,250ML,JOHNSON & JOHNSON CONSUMER CAR,,,150
26447,LISTERINE F. BURST 500ML,500ML,JOHNSON & JOHNSON CONSUMER CAR,,,285
28361,LOPERLE COOL SOAP BAR 75GM,75GM,BRAWN COSMETICS & HERBALS PVT,,,60
29752,LORCAINE GEL SF,200ML,EDURA PHARMACEUTICALS PVT LTD,,,147
330231035,LOTISOL M EYE DROP,5ML,NRI,,,150
351131016,LUBRYL-ULTRA  EYE DROP,10ML,SAPIENT LABROTORIES LTD,,,250
19506,LUPITROS-TZ EYE DROP,3ML,LUPIN LTD,,,347.1
24096,PRO PL PROTIEN POW. CARDAMOM,500GM,BRITISH BIOLOGICAL,,,588
26279,MANFORCE CONDOM(STRAWBERRY+VANILLA)10S,10PCS,MANKIND OTC,,,90
25199,MATIGESIC PAIN RELIF OIL 60ML,60ML,ASARVA LIFESCIENCES,,,149
318331176,MAXVOID PLUS 4 TAB,10TAB,ALKEM,,,302
30923,MECTIPER CREAM 30GM,30GM,ZYDILLAC DERMACEUTICALS,,,140
19730,PROHANCE HP VANILLA POW.,400GM,RANBAXY,,,977
30930,MECTIPER LOTION,50ML,ZYDILLAC DERMACEUTICALS,,,154
28689,MEK-F TAB,10TAB,SUNMECK PHARMA PRIVATE LIMITED,,,285
22423,PROHANCE VANILLA POW.,400GM,RANBAXY,,,515
28591,MEKORED-XT TAB,10TAB,SUNMECK PHARMA PRIVATE LIMITED,,,148
30639,MENOGUARD TAB,10TAB,IND SWIFT LABORATORIES LTD,,,262.6
23588,PROPYSALIC NF OINT 30GM,30GM,H&H HEALTH CARE,,,265
5176,MET STAMLO CAP,10CAP,DR. REDDY LABORATORIES LTD,,,134
30456,MET XL H25 TAB,20TAB,AJANTA PHARMA LTD,,,177
326330952,METOSARTAN CH 25MG TAB,10TAB,SUN PHARMA 2,,,131
30489,MIGRANEX 10TAB,10TAB,INTAS PHARMACEUTICALS,,,48.16
20508,PROTERA-I CAP,10CAP,LUPIN LTD,,,292
325131029,MILDY BAR  75G,75GM,INTAS PHARMACEUTICALS,,,150
17640,PROTINEX LITE 400GM,400GM,NUTRICIA INTERNATIONAL PVT LTD,,,650
10190,MOMOZ T CREAM,10GM,TORRENT,,,203.2
17085,PROTINEX MAMA VANILA 250GM,250GM,NUTRICIA INTERNATIONAL PVT LTD,,,445
17256,PROTINEX ORIGINAL ACTIPROS 400GM,400GM,NUTRICIA INTERNATIONAL PVT LTD,,,615
21067,PROTONE MOM POWDER,200GM,ARISTO,,,320
30906,MURINE PLUS 100ML,100ML,AKCENT HEALTHCARE,,,3990
21874,MUSCALT FORTE TAB,30TAB,AMIL PHARMACEUTICALS INDIA LTD,,,149
330631106,MUSCULT FORTE OIL SPRAY,60ML,AMIL PHARMACEUTICALS INDIA LTD,,,346
14270,MYELOGEN FORTE CAP,10CAP,MANKIND,,,183
30431,MYOSPAS TH 4  TAB,10TAB,WIN MEDICARE,,,268
30692,MYPHENOLET 500MG,10TAB,AUBADE HEALTHCARE PVT.LTD,,,767.4
22806,PUDINA HARA 10,10TAB,DABUR INDIA LTD.,,,25
319330959,NEKSIUM 20MG 15TAB,15TAB,PFIZER,,,132.02
318331145,NEUROKEM 75 TAB,10TAB,ALKEM,,,187
29214,NEUROTAB-NT 400MG TAB,10TAB,VIGILANT LIFE SCIENCES PVT LTD,,,250
8353,NEW CELIN 500 TAB,25TAB,KOYE PHARMACEUTICALS PVT.LTD,,,42.84
7386,NEW HATRIC-3 TAB,10TAB,ARISTO,,,44.85
9652,PURCHASE 28%,,PURCHASE 28%,,,0
30379,NEW-CH 6.25 TAB,10TAB,SYSTOPIC,,,15.5
22785,PURE HANDS 500ML (LITCHI),500ML,HIMALAYA DRUG CO.,,,250
16818,PURE HANDS ADVANCED,500ML,HIMALAYA DRUG CO.,,,500
19693,NEWTEL-H 80 TAB,10TAB,SYSTOPIC,,,75
21206,NIINE DRY COMFORT,1PCS,PROCTER AND GAMBLE,,,35
23856,NIINE NATURALLY SOFT 35,35 RS,PROCTER AND GAMBLE,,,35
21209,NIINE ULTRA 275.MM,1PCS,PROCTER AND GAMBLE,,,40
28596,Q-MEK SYP 200ML,200ML,SUNMECK PHARMA PRIVATE LIMITED,,,549
320631115,NINDANIB 100 MG,10TAB,Glenmark Pharmaceuticals Ltd,,,822
326031028,NIXIPER CREAMY LOTION,100ML,CANIXA LIFE SCIIENCES PVT LTD,,,105
20846,NMF E CREAM 150GM,150GM,PALSONS DERMA,,,440
27375,NOVAMOX REDIUSE 10ML DROP,10ML,CIPLA LTD,,,61.49
22502,NOVOACE SP TAB,10TAB,MEDSTRY BIOTECH,,,83
19505,NUMLO-AT TAB,15TAB,Emcure Pharmaceuticals Ltd,,,191.65
29974,NURICAL-500TAB,15TAB,NUORIK HEALTHCARE PVT. LTD.,,,155
10128,O2  PRO ORAL SYP,5ML,MEDLEY PHARMACEUTICALS LTD,,,35.5
340931030,OCCUMOX-KT EYE DROP,5ML,SUNWAYS INDIA PVT LTD,,,148
340931160,OCUMOX DROP 5ML,5ML,SUNWAYS INDIA PVT LTD,,,116
10394,OLMARK-H TAB,15TAB,INTAS PHARMACEUTICALS,,,226
26053,ONDICURE DROP 30ML,30ML,GRANDCURE HEALTHCARE PVT LTD,,,38.3
316230949,OPEN UP 150 TAB,10TAB,ALBERT DAVID,,,190.7
316230950,OPEN UP 300 TAB,10TAB,ALBERT DAVID,,,316.6
28306,ORIEL TAB,10TAB,INTAS PHARMACEUTICALS,,,53
321431025,OSTEOFIT MAX  CAP,10CAP,ALEMBIC PHARMACEUTICALS LTD,,,292.8
24889,OZPEX-10,10TAB,NEUROPEX PHARMACEUTICAL,,,80
3239,PANTOP IT CAP,10CAP,ARISTO,,,217.85
6131,PARASOFT BABY BATHING BAR,75GM,SALVE PHARMA,,,135
2940,PECEF 100 ORAL SYP,30ML,DR. REDDY LABORATORIES LTD,,,220
28592,PENTOMEK-DSR CAP,10CAP,SUNMECK PHARMA PRIVATE LIMITED,,,115
29216,PEPTOPILL 40 TAB,10TAB,VIGILANT LIFE SCIENCES PVT LTD,,,0
29215,PEPTOPILL DSR TAB,10CAP,VIGILANT LIFE SCIENCES PVT LTD,,,0
319131068,PETRIL 2 TAB,15TAB,MICRO,,,193
29370,PHOSLAMER-400 TAB,10TAB,YTILIGA PHARMACEUTICALS,,,0
19336,RAMISTAR-H 2.5  TAB,15TAB,LUPIN LTD,,,177.5
357030243,PHOSLAMER-800 TAB,10TAB,YTILIGA PHARMACEUTICALS,,,445
25924,PIDOTIMUNE 800,10TAB,LA RENON HEALTHCARE,,,464
25850,PIGMENTO OINT 50 GM,50GM,CHARAK PHARMA PVT LTD,,,128
10949,PINOM H 40 TAB,15TAB,LUPIN LTD,,,381.5
3753,PLERMIN 7.5G GEL,7.5G,DR. REDDY LABORATORIES LTD,,,2409
16820,PPG MET 0.2 TAB,10TAB,ABBOTT HEALTH CARE,,,123.36
29806,PREBIZO SOAO 75GM,75GM,ROCKMED PHARMA PVT. LTD,,,83
30716,PREEGA NT,10TAB,TALENT INDIA LTD,,,184
6887,PREGALIN X 75,10TAB,TORRENT,,,158.75
317729933,PREGEB MINT TAB,10 TAB,TORRENT,,,220
26034,PROANAGEN SOLUTION  100 ML,100ML,CURATIO HEALTHCARE IND LTD,,,950
G089,PROANAGEN TAB,10TAB,CURATIO HEALTHCARE IND LTD,,,220
26215,PROTECTIS  DROP,5ML,DR. REDDY LABORATORIES LTD,,,1264.5
27122,Q-MIND 25 TAB,10TAB,TORRENT,,,50.2
6929,QCARD 100MG SOFTGEL,10CAP,GENETICA,,,140
30907,QMARCO 369 TAB,15TAB,AKCENT HEALTHCARE,,,675
30367,R-SITE CAP,10TAB,RAYMED PHARMACEUTICALS LTD,,,190
341230778,RADVERA LOTION 100ML,100ML,AUREATE HEALTHCARE PVT LTD,,,650
339931043,RAYMOXI GEL,5ML,RAYMED PHARMACEUTICALS LTD,,,250
7699,RAZEL F5 TAB,15TAB,Glenmark Pharmaceuticals Ltd,,,278
29946,RECOSAR TM CAP,15 CAP,TRUHEALTHY LLP,,,1199
17232,RENERVE PLUS SOFTGEL CAP,15CAP,ERIS PHARMA,,,277
30931,ROOTBLESS TAB,10TAB,ZYDILLAC DERMACEUTICALS,,,208
19360,ROSAVE D 10 TAB,10TAB,ALEMBIC PHARMACEUTICALS LTD,,,258.45
21087,RENOCIA HAIR CONDISTIONER,110ML,ALKEM,,,919
28654,RENU MULTIPLUS 60 ML,60ML,BAUSCH & LOMB INDIA PVT LTD,,,145
19504,ROSULESS 40 TAB,15TAB,CORONA REMIDIES PVT.LTD,,,274.35
1858,S-AMLOSAFE AT 2.5/50 TAB,10TAB,GENETICA,,,54.5
318331049,SACUVAL 100 TAB,10TAB,ALKEM,,,375
318331050,SACUVAL 200 TAB,10TAB,ALKEM,,,490
30152,RESQUE LS TAB,10TAB,TALENT INDIA LTD,,,65
14845,Restasis Ophthalmic Emulsion,5ML,ALLERGAN INDIA PVT LTD,,,2555.22
345230304,SAFEFRAC PLUS TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,239
29412,SAPTOB F EYE DROP,5ML,SAPIENT LABROTORIES LTD,,,118
6060,SEACOD COD LIVER OIL,60ML,AVENTIS,,,233.09
30723,SEROFLO 125 SYNCHROBREATH INH,120MD,CIPLA LTD,,,677.6
30933,SHADELITE CREAM,20GM,ZYDILLAC DERMACEUTICALS,,,370
1535,SHUDDHA GUGGULU TAB,60TAB,HIMALAYA DRUG CO.,,,250
331130899,SIGLYN DM 100/1000 TAB,10TAB,ZYDUS CADILA HEALTHCARE LTD,,,230
331130900,SIGLYN DM 100/500 TAB,10TAB,ZYDUS CADILA HEALTHCARE LTD,,,230
343230792,SITALENT MSR 50/1000 TAB,10TAB,TALENT INDIA LTD,,,185
28822,SITAXA M 50 PLUS 1000 TAB,10TAB,TORRENT,,,208.5
7380,SMUTH L SYP,150ML,ARISTO,,,235.8
350631166,SOFI - LID EYE WIPES 10PCS,10PCS,IRX PHARMACEUTICALS PVT. LTD.,,,295
350631167,SOFI - LID EYE WIPES 20PCS,20PCS,IRX PHARMACEUTICALS PVT. LTD.,,,585
25489,SPORLAC SACH,1GM,J.B.CHEMICALS & PHARMACEUTICAL,,,39.97
16352,STAYFREE SECURE 6XL,6PCS,JOHNSON & JOHNSON CONSUMER CAR,,,36
20100,RISOFOS 150 TAB,10CAP,CIPLA LTD,,,261.36
86730818,STIG DM 1000 TAB,10TAB,DR. REDDY LABORATORIES LTD,,,210
86730819,STIG DM 500 TAB,10TAB,DR. REDDY LABORATORIES LTD,,,210
27108,TACROTOR 0.03% OINT,15GM,TORRENT,,,225.05
24415,ROLL ON FRESH POWER 50 ML,50 ML,NIVEA,,,199
24424,ROLL ON WHITENING SENSITIVE 50 ML,50 ML,NIVEA,,,199
7534,TACROTOR CREAM 1%,10GM,TORRENT,,,615.3
18865,TAH 80 TAB,15TAB,INTAS PHARMACEUTICALS,,,306
27691,TAZAR INJ 4.5 GM,1VIAL,LUPIN LTD,,,280.73
343230793,TELMITAL BETA 25 TAB,10TAB,TALENT INDIA LTD,,,100
343230794,TELMITAL BETA 50 TAB,10TAB,TALENT INDIA LTD,,,120
343230795,TELMITAL LN TAB,10TAB,TALENT INDIA LTD,,,95
15697,TELPRES AMH TAB,10TAB,ABBOTT HEALTH CARE,,,203.12
8702,TETAN 40 TAB,15TAB,ALEMBIC PHARMACEUTICALS LTD,,,122.9
19848,ROSUR ASP CAP,10CAP,MSN LABORATORIES,,,56.1
9714,THERMOKIND F DENTAL GEL 50GM,50GM,MANKIND,,,80
317731023,TORGLIP DM 10/1000/100 TAB,10TAB,TORRENT,,,209
2361,TORSID 10 TAB,10TAB,GENETICA,,,50.9
22480,TRAPIC E TAB,10TAB,SUN PHARMA 2,,,271
29931,TRAVISIGHT EYE  DROP 3ML,3ML,ALEMBIC PHARMACEUTICALS LTD,,,209
22155,TREND XR 250 TAB,10TAB,TORRENT,,,94.95
24618,TRETWIN-C GEL 15GM,15GM,SANSTUTI PHARMACEUTICALS,,,180
10811,TRI AZULIX-DS -2 TAB,10TAB,TORRENT,,,164
593,RUMALAYA TAB,60TAB,HIMALAYA DRUG CO.,,,125
29552,TRIGAINE AD SHAMPOO 60ML,60ML,APPLE THERAPEUTICS LTD,,,270
27103,TRUCEPROL CAP,10CAP,TORRENT,,,290.1
30001,TRUEYE TM,10CAP,TRUHEALTHY LLP,,,799
29948,TRUHANZ MOM MANGO 200GM JAR,200GM,TRUHEALTHY LLP,,,800
29394,TRUHANZ VANILA DM-450GM JAR,450GM,TRUHEALTHY LLP,,,0
15300,TUGAIN GEL 5%,60ML,CIPLA LTD,,,850.47
1855,S-AMLOSAFE 2.5 TAB,10TAB,GENETICA,,,40.5
28366,TUMY COOL SYP PLUS 100ML,100ML,BRAWN COSMETICS & HERBALS PVT,,,85
333431061,UBD MAX,10,RESOLUTE HEALTHCARE,,,650
30934,UVCOTE SPF50 LOTION,100ML,ZYDILLAC DERMACEUTICALS,,,630
30908,VAKION 400 TAB,60TAB,AKCENT HEALTHCARE,,,1990
30909,VAKIZ 20 TAB,10TAB,AKCENT HEALTHCARE,,,198
18624,VB7 FORTE CAPSULE,15CAP,INTAS PHARMACEUTICALS,,,195
15263,VENUS V-410,1TAB,VENUS SAFETY & HEALTH LTD,,,300
30571,VENUSIA BABY CREAM 75GM,75GM,DR. REDDY LABORATORIES LTD,,,275
14114,VIBRANIA D CAP,10CAP,USV,,,169
17822,VICKS ACTION-500  NR  1BOX,1BOX,PROCTER AND GAMBLE,,,480
29788,SALYTAR T SAOP 100GM,100GM,MENARINI INDIA PVT LTD,,,71
22589,VICKS VAPORAB 5ML,5ML,PROCTER AND GAMBLE,,,21
29978,VITCOBIN SYRUP 200ML,200ML,FDC LTD.,,,130
10960,VOGLI 0.2 TAB,10TAB,MEDLEY PHARMACEUTICALS LTD,,,121
24197,VOGLIBITE GM1/0.3 TAB,10TAB,CORONA REMIDIES PVT.LTD,,,108.9
17201,SANSU HAND SANITIZER,500 ML,OTHERS,,,249
14400,XARELTO 15 TAB,28TAB,Bayer Pharmaceuticals Pvt Ltd,,,2030
25150,XOXE DRY SYP 30ML,30ML,CORONA REMIDIES PVT.LTD,,,153
28171,XYCOTOL CAP,10CAP,YTILIGA PHARMACEUTICALS,,,135
11396,YEES 40,10TAB,ALKEM,,,146
21381,SARVGUARD HAND RUB BAGULA HDPE ROSE,500ML,ASARVA LIFESCIENCES,,,250
7811,YUGARD ANTI -AGEING CREAM,30GM,RANBAXY,,,1650
30935,ZIT ISO 10MG,10TAB,ZYDILLAC DERMACEUTICALS,,,154
30936,ZIT ISO 20MG,10TAB,ZYDILLAC DERMACEUTICALS,,,253
8858,ZOCEF DRY SYP,30ML,ALKEM,,,155
30938,ZYDIMOIST MOIS.LOTION,100GM,ZYDILLAC DERMACEUTICALS,,,253
30939,ZYDINOX 100MG,10TAB,ZYDILLAC DERMACEUTICALS,,,140
30940,ZYDINOX 200MG,10TAB,ZYDILLAC DERMACEUTICALS,,,253
29115,ZYNNICOR 5 TAB,20TAB,ZYDUS CADILA HEALTHCARE LTD,,,0
28350,ACHOO COUGH SYP 100ML,100ML,BRAWN COSMETICS & HERBALS PVT,,,85
24628,ADALIA KERTIN SHAMPOO 150 ML,150ML,SANSTUTI PHARMACEUTICALS,,,260
30800,AROPHYLL M TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,207
30801,AROPHYLL SR 200 TAB,10TAB,AAREEN HEALTHCARE PVT LTD,,,189.9
28322,AZITHRAL EYE OINTMENT 5GM,5GM,ALEMBIC PHARMACEUTICALS LTD,,,146
319431165,AZTOFA  XR 11MG TAB,10TAB,RANBAXY,,,950
23411,SEBA AD SHAMPOO 200ML,200ML,USV,,,600
23413,SEBA ANTI HAIR LOSS  200ML,200ML,USV,,,650
15162,BRINZAGAN OPTHALMIC DROP,5ML,ALLERGAN INDIA PVT LTD,,,498.4
28140,SEBAMED ANTI DANDRUFF SHAMPOO 200ML,200ML,SEBAMED,,,600
28142,SEBAMED ANTIAGE Q-10 EYE CREAM 15ML,15ML,USV,,,760
7168,BRO-ZEDEX LS DROP,15ML,DR. REDDY LABORATORIES LTD,,,70.5
30598,BROMOMECK TAB,10TAB,SUNMECK PHARMA PRIVATE LIMITED,,,590
28154,SEBAMED LIQUIS FACE BODY WASH 200ML,200ML,USV,,,507
30464,CANDITRAL SB 65MG,10CAP,Glenmark Pharmaceuticals Ltd,,,140
6530,CRIZ- M TAB,10TAB,ALKEM,,,158
28617,DABUR GRIP WATER 125ML,125ML,DABUR INDIA LTD.,,,50
350231003,DERMOYS BODY WASH  250ML,250ML,PERCOS INDIA PVT LTD,,,399
25137,DOSIN-D CAP,10TAB,CORONA REMIDIES PVT.LTD,,,425.9
28836,DOZE T EYE DROP,5ML,RAYMED PHARMACEUTICALS LTD,,,289
2856,DUOPIL-HS 2/850 TAB,10TAB,ARISTO,,,87
30274,ELOVERA PRO LOTION 100GM,100GM,Glenmark Pharmaceuticals Ltd,,,365
25786,ERAFOS 10 8GM,8GM,TTK HEALTHCARE LTD,,,385
29389,FENULIKE ORANGE FLOVOUR 150GM,150GM,TRUHEALTHY LLP,,,0
27470,FIXDERMA MOISTURIZING LOTION 150ML,150ML,FIXDERMA INDIA PVT LTD,,,335
27482,FIXDERMA SALYZAP ACNE BODY WASH 200ML,200ML,FIXDERMA INDIA PVT LTD,,,725
49431087,GLIMIPREX MF FORTE 4 TAB,10TAB,ARISTO,,,105
22101,GLIMIPREX-MF 3/500 TAB,10TAB,ARISTO,,,95
30704,GLIMITAL M1 FORTE,10TAB,TALENT INDIA LTD,,,85
26353,GLUVILDA OD TAB,15TAB,ALKEM,,,165
11336,GLYCIPHAGE VG 2 TAB,10TAB,FRANCO INDIA,,,140.5
28182,HAKOSIL 8,10CAP,YTILIGA PHARMACEUTICALS,,,345
319130841,HICET AX TAB,10TAB,MICRO,,,69
23158,IMPOYZ CREAM 20GM,20GM,DR. REDDY LABORATORIES LTD,,,231
15845,SENSODYNE TP FRSH MINT,"75,GM",COSMETIC ITEM,,,110
30134,ITRALENT SB  TAB,10TAB,TALENT INDIA LTD,,,139
317131054,JOINTACE OD TAB,15TAB,MEYER,,,305
12618,LACTOCALAMINE OILY (PURP) SKIN 60ML,60ML,PIRAMAL,,,140
7912,SENSUR 50ML LOTION,50ML,Glenmark Pharmaceuticals Ltd,,,145.5
10371,LIPI EZ 40MG TAB,10TAB,INTAS PHARMACEUTICALS,,,436
28360,LOPERLE ALOE VERA SOAP BAR 75GM,75GM,BRAWN COSMETICS & HERBALS PVT,,,60
28362,LOPERLE HERBAL SOAP BAR 75GM,75GM,BRAWN COSMETICS & HERBALS PVT,,,60
20083,LUPITROS-Z EYE DROP BKC FREE,3ML,LUPIN LTD,,,365
15695,SERADIC MR,1TAB,OBSURGE,,,117.5
27759,SERENACE (HALOPERIDOL IP) 10MG,10TAB,ZYDUS CADILA HEALTHCARE LTD,,,49.35
21706,SERIE EXPERT LISS UNLIMITED,300ML,OTHERS,,,635
21705,SERIE EXPERT VITAMINO COLOR,300ML,OTHERS,,,635
17154,MANFORCE CONDOMS SUNNY EDITION,3PCS,MANKIND OTC,,,30
16895,MANFORCE WILD CONDOMS (BLACK GRAPES),10PCS,MANKIND OTC,,,80
1913,MEGANEURON INJ 500MCG,1ML,GENETICA,,,38.3
30510,MILOXIR 5 PRO 90ML,90ML,KEPLER,,,900
30239,MINTOP GAIN PLUS TOPICAL SOL. 10% 60ML,60ML,DR. REDDY LABORATORIES LTD,,,1320
16935,MIRBEG-50 MG,1TAB,IPCA LABORATORIES LTD,,,335
23686,MLONE 8MG,10,MEDSTRY BIOTECH,,,57.2
23866,MO-4 EYE DROP,5ML,NRI,,,99
28030,MOXIBLU ED  5 ML,5ML,LUPIN LTD,,,113.1
20790,NEVLON MOISTURISING CREAM 50GM,50GM,KLM LABORATORIES,,,162
28180,NIFTURA TAB,10TAB,YTILIGA PHARMACEUTICALS,,,80
3984,SHATAVARI TAB,60TAB,HIMALAYA DRUG CO.,,,200
15131,NORMETROGYL O SYP,60ML,J.B.CHEMICALS & PHARMACEUTICAL,,,48.08
